"","Subject","Treatment","Sex","Gonad","Scorer","SniffAnoDur","SniffHeadDur","DigDur","ActiveHDur","InactiveDur","GroomDur","AvoidDur","SubDur","DefenseDur","OpenAggDur","RitAggDur","ActiveVDur","ApproachDur","StereoDur","DomDur","SniffBodyDur","InactiveTogetherDur","FollowDur","StretchEv","SniffAnoEv","SniffHeadEv","DigEv","ActiveHEv","InactiveEv","GroomEv","AvoidEv","AttackDelEv","SubEv","AttackRecEv","DefenseEv","OpenAggEv","RitAggEv","ActiveVEv","ApproachEv","StereoEv","DomEv","SniffBodyEv","InactiveTogetherEv","FollowEv","TotalActivityOccur","TotalActivityDuration","TotalSocialOccur","TotalSocialDuration","AgonisticDeliveredOccur","AgonisticDeliveredDuration","AgonisticReceivedOccur","AgonisticReceivedDuration","AgonisticTotalOccur","AgonisticTotalDuration","DominanceScoreOccur","DominanceScoreDuration","SocialInvestigationOccur","SocialInvestigationDuration","NonSocialOccur","NonSocialDuration","NonSocialLocomotorOccur","NonSocialLocomotorDuration","InactiveNonSocialOccur","InactiveNonSocialDuration","TransAgonisticTotalDuration","TransAgonisticTotalOccur","TransAgonisticDeliveredDuration","TransAgonisticDeliveredOccur","TransAgonisticReceivedDuration","TransAgonisticReceivedOccur","TransNonSocialDuration","TransNonSocialOccur","TransInactiveNonSocialDuration","TransInactiveNonSocialOccur","TransFollowDur","TransFollowEv","TransDomEv","TransAttackDel","TransAttackRec","TransAvoidDur","TransAvoidEv","TransSubDur","TransSubEv","TransRitAggDur","TransRitAggEv","TransDefenseDur","TransDefenseEv","TransInactiveTogetherDur","TransInactiveTogetherEv","TransSniffHeadEv","TransStretchEv","TransDigDur","TransDigEv","TransInactiveDur","TransInactiveEv"
"237"," E14-07M","T","M","SHAM"," Colin",12694,261568,480,180130,6203,751717,0,77053,0,7775,296377,139009,0,0,600,64810,1584,0,0,6,66,1,126,2,67,0,51,12,1,0,4,64,53,0,0,1,42,1,0,427,1040496,248,722461,52,600,13,77053,65,77653,39,-76453,114,339072,249,1077539,180,319619,69,757920,11.2600183404503,4.18965474202643,6.39859493453521,3.97029191355212,11.2522617537421,2.63905732961526,13.8901912232408,5.52146091786225,13.5383344375572,4.24849524204936,0,0,0.693147180559945,3.95124371858143,0.693147180559945,0,0,11.2522617537421,2.56494935746154,12.5993909456277,4.17438726989564,0,0,7.36833968631138,0.693147180559945,4.20469261939097,0,6.17586727010576,0.693147180559945,8.73294952429643,1.09861228866811
"238"," E14-09Fa","T","F","REP"," Colin",287993,163725,0,114185,0,191449,0,239988,0,0,3144,154105,0,0,42773,398654,191487,12497,0,99,46,0,122,0,31,0,0,15,0,0,0,1,56,0,0,14,143,16,11,507,1417064,345,1340261,25,55270,15,239988,40,295258,10,-184718,288,850372,209,459739,178,268290,31,191449,12.5956082162369,3.71357206670431,10.9200036376616,3.25809653802148,12.3883483679404,2.77258872223978,13.0384163912784,5.34710753071747,12.1623819569054,3.46573590279973,9.43332391048903,2.484906649788,2.70805020110221,0,0,0,0,12.3883483679404,2.77258872223978,8.05356916913454,0.693147180559945,0,0,12.162580422454,2.83321334405622,3.85014760171006,0,0,0,0,0
"239"," E14-10Fa","T","F","GDX"," Colin",113007,96908,0,165473,2205,577020,1542,44925,0,0,4151,111517,0,0,256172,376000,50565,515,0,45,31,0,113,1,53,1,0,4,0,0,0,2,37,0,0,25,118,9,1,377,1170210,236,943785,26,256687,5,46467,31,303154,21,210220,194,585915,204,856215,150,276990,54,579225,12.6219995048489,3.46573590279973,12.4556166185909,3.29583686600433,10.7465191826334,1.79175946922805,13.660277959741,5.32300997913841,13.2694480085489,4.00733318523247,6.24610676548156,0.693147180559945,3.25809653802148,0,0,7.34148385236316,0.693147180559945,10.7127719707251,1.6094379124341,8.33134542484572,1.09861228866811,0,0,10.831034692666,2.30258509299405,3.46573590279973,0,0,0,7.69893619981345,0.693147180559945
"240"," E14-12M","T","M","GDX"," Colin",83496,253257,0,156395,59457,389645,14154,182875,5397,59153,110980,108216,0,0,32146,249498,93897,1434,0,40,49,0,104,14,39,9,4,38,65,2,7,22,36,0,0,6,89,10,2,473,1257001,343,1086287,12,33580,114,202426,126,236006,-102,-168846,178,586251,193,713713,140,264611,53,449102,12.3716167445848,4.84418708645859,10.4217157098189,2.56494935746154,12.2181346067081,4.74493212836325,13.478237600852,5.26785815906333,13.0150075390802,3.98898404656427,7.26892012819372,1.09861228866811,1.94591014905531,1.6094379124341,4.18965474202643,9.557823197546,2.30258509299405,12.1165636065235,3.66356164612965,11.6171142944718,3.13549421592915,8.59378379357795,1.09861228866811,11.449964365715,2.39789527279837,3.91202300542815,0,0,0,10.9930254599285,2.70805020110221
"241"," E15-01M","C","F","SHAM"," Colin",26150,66989,4740,332346,37738,716160,0,39470,0,0,0,498095,0,0,0,70092,807,7413,0,14,33,1,213,15,120,0,0,18,0,0,0,0,116,0,0,0,49,1,6,450,1045295,121,210921,6,7413,18,39470,24,46883,-12,-32057,96,163231,465,1589079,330,835181,135,753898,10.7554317448431,3.2188758248682,8.91112538371068,1.94591014905531,10.5833215040339,2.94443897916644,14.2786657903812,6.14418563412565,13.533013685763,4.91265488573605,8.91112538371068,1.94591014905531,0,0,0,0,0,10.5833215040339,2.94443897916644,0,0,0,0,6.69456205852109,0.693147180559945,3.52636052461616,0,8.46400336290212,0.693147180559945,10.5384493214862,2.77258872223978
"242"," E15-02F","C","F","GDX"," Colin",91071,81096,0,99935,119089,521230,0,231314,0,0,0,60889,0,0,294740,152736,143937,3963,0,39,26,0,75,14,50,0,0,10,0,0,0,0,22,0,0,9,57,13,3,241,1015744,157,998857,12,298703,10,231314,22,530017,2,67389,122,324903,161,801143,97,160824,64,640319,13.1806662472158,3.13549421592915,12.6072083954771,2.56494935746154,12.3515356969599,2.39789527279837,13.5937959851738,5.08759633523238,13.3697233303775,4.17438726989564,8.28500889544988,1.38629436111989,2.30258509299405,0,0,0,0,12.3515356969599,2.39789527279837,0,0,0,0,11.8771379302869,2.63905732961526,3.29583686600433,0,0,0,11.687634788762,2.70805020110221
"243"," E15-07M","C","M","SHAM"," Colin",103716,186305,11467,200287,1293,517143,0,0,0,0,39763,322707,0,0,212426,201587,0,3306,0,44,70,5,167,1,78,0,47,0,0,0,0,15,91,0,0,42,116,0,3,600,1281564,337,747103,92,215732,0,0,92,215732,92,215732,230,491608,342,1052897,263,534461,79,518436,12.2817968109397,4.53259949315326,12.2817968109397,4.53259949315326,0,0,13.8670569203274,5.83773044716594,13.15857379493,4.38202663467388,8.10379671298179,1.38629436111989,3.76120011569356,3.87120101090789,0,0,0,0,0,10.590717259332,2.77258872223978,0,0,0,0,4.26267987704132,0,9.34731582700326,1.79175946922805,7.16549347506085,0.693147180559945
"244"," E16-05F","T","F","GDX"," Colin",60600,81737,0,345386,0,386568,0,23375,1398,0,1320,466681,0,12,150295,258165,21983,2480,0,44,31,0,270,0,90,0,0,9,0,1,0,1,150,0,1,39,140,5,3,689,1391449,273,601353,42,152775,10,24773,52,177548,32,128002,215,400502,511,1198647,420,812067,90,386568,12.0870019061391,3.97029191355212,11.9367280753152,3.76120011569356,10.1175499951141,2.39789527279837,13.9967048129255,6.23832462503951,12.8650656563023,4.51085950651685,7.8164169836918,1.38629436111989,3.68887945411394,0,0,0,0,10.0594651339905,2.30258509299405,7.18614430452233,0.693147180559945,7.24351297466548,0.693147180559945,9.99807019502208,1.79175946922805,3.46573590279973,0,0,0,0,0
"245"," E16-07M","T","M","GDX"," Colin",134008,410531,0,200598,4765,196358,0,102480,0,0,0,359767,0,0,22866,354376,9992,3833,0,53,100,0,176,3,54,0,0,12,0,0,0,0,96,0,0,4,148,2,5,594,1588459,324,1038086,9,26699,12,102480,21,129179,-3,-75781,301,898915,329,761488,272,560365,57,201123,11.7689620595865,3.09104245335832,10.1924188443883,2.30258509299405,11.5374326945246,2.56494935746154,13.543031006039,5.79909265446053,12.21167691225,4.06044301054642,8.25166392360559,1.79175946922805,1.6094379124341,0,0,0,0,11.5374326945246,2.56494935746154,0,0,0,0,9.20964012686179,1.09861228866811,4.61512051684126,0,0,0,8.46926265765869,1.38629436111989
"246"," E16-11F","T","F","REP"," Colin",189936,133761,0,195140,0,131344,0,293506,0,0,0,149311,0,0,62152,420838,221966,2046,0,78,48,0,156,0,26,0,0,34,0,0,0,0,60,0,0,19,152,17,3,550,1446690,351,1324205,22,64198,34,293506,56,357704,-12,-229308,278,744535,242,475795,216,344451,26,131344,12.7874639033434,4.04305126783455,11.0697429132328,3.13549421592915,12.5896567680511,3.55534806148941,13.072744469922,5.49306144334055,11.7855827281539,3.29583686600433,7.62413058566129,1.38629436111989,2.99573227355399,0,0,0,0,12.5896567680511,3.55534806148941,0,0,0,0,12.3102840011565,2.89037175789616,3.89182029811063,0,0,0,0,0
"247"," E16-12F","T","F","GDX"," Colin",278092,120338,2541,173360,0,418044,0,35364,1226,0,0,125233,0,0,159418,422515,53664,10205,0,96,49,1,143,0,50,0,0,7,1,1,0,0,60,0,0,14,164,6,12,548,1328292,350,1080822,26,169623,9,36590,35,206213,17,133033,309,820945,254,719178,204,301134,50,418044,12.2366697435076,3.58351893845611,12.0413395017624,3.29583686600433,10.5075575875113,2.30258509299405,13.4858655626031,5.54126354515843,12.9433443612148,3.93182563272433,9.23073106162392,2.56494935746154,2.70805020110221,0,0.693147180559945,0,0,10.4734779094701,2.07944154167984,0,0,7.11232744471091,0.693147180559945,10.8905162989156,1.94591014905531,3.91202300542815,0,7.8407064517494,0.693147180559945,0,0
"248"," E16-15M","T","M","REP"," Colin",17952,76239,0,278739,109202,697782,0,0,2712,34060,291906,191149,0,0,0,84896,0,15363,0,7,34,0,168,35,83,0,111,0,1,1,17,63,60,0,0,0,52,0,6,520,993016,292,523128,117,15363,2,2712,119,18075,115,12651,93,179087,346,1276872,228,469888,118,806984,9.80234037053117,4.78749174278205,9.6397823894658,4.77068462446567,7.90581031265893,1.09861228866811,14.0599246782288,5.84932477994686,13.6010603597187,4.77912349311153,9.6397823894658,1.94591014905531,0,4.71849887129509,0.693147180559945,0,0,0,0,12.58419053737,4.15888308335967,7.90581031265893,0.693147180559945,0,0,3.55534806148941,0,0,0,11.6009638144431,3.58351893845611
"249"," E17-01F","T","F","REP"," Colin",176116,330806,0,149951,502,407309,0,14697,0,0,0,128107,0,0,36396,471516,84600,0,0,73,96,0,150,1,48,0,0,8,0,0,0,0,45,0,0,11,169,10,0,552,1307589,367,1114131,11,36396,8,14697,19,51093,3,21699,338,978438,244,685869,195,278058,49,407811,10.8414223524682,2.99573227355399,10.5022416326459,2.484906649788,9.59546670908882,2.19722457733622,13.4384433843766,5.50125821054473,12.9185615628789,3.91202300542815,0,0,2.484906649788,0,0,0,0,9.59546670908882,2.19722457733622,0,0,0,0,11.3457013658554,2.39789527279837,4.57471097850338,0,0,0,6.22059017009974,0.693147180559945
"250"," E17-02M","T","M","GDX"," Colin",92845,232484,0,184170,0,224942,0,172058,0,0,1875,217699,0,0,204351,355221,114355,0,0,44,68,0,162,0,61,0,0,16,1,0,0,1,63,0,0,21,140,4,0,516,1460703,295,1173189,21,204351,17,172058,38,376409,4,32293,252,680550,286,626811,225,401869,61,224942,12.8384342538219,3.66356164612965,12.2275992760745,3.09104245335832,12.0555927202324,2.89037175789616,13.3484019341435,5.65948221575962,12.3236023157589,4.12713438504509,0,0,3.09104245335832,0,0.693147180559945,0,0,12.0555927202324,2.83321334405622,7.53689712956617,0.693147180559945,0,0,11.6470716685598,1.6094379124341,4.23410650459726,0,0,0,0,0
"251"," E17-04M","T","M","SHAM"," Colin",89440,284295,1680,217715,0,231724,0,65126,0,0,0,241605,0,0,192331,400432,74704,948,0,41,74,1,168,0,47,0,0,9,0,0,0,0,83,0,0,25,142,7,1,544,1493572,299,1107276,26,193279,9,65126,35,258405,17,128153,257,774167,299,692724,252,461000,47,231724,12.4622872704352,3.58351893845611,12.1718951937286,3.29583686600433,11.0840944887569,2.30258509299405,13.4483883740192,5.7037824746562,12.353306602744,3.87120101090789,6.85540879860993,0.693147180559945,3.25809653802148,0,0,0,0,11.0840944887569,2.30258509299405,0,0,0,0,11.2213023032852,2.07944154167984,4.31748811353631,0,7.42714413340862,0.693147180559945,0,0
"252"," E17-05F","T","F","SHAM"," Colin",168405,431883,0,211732,0,89825,0,30376,0,0,0,314339,0,1071,32605,462520,57244,0,0,74,123,0,206,0,21,0,0,5,0,0,0,0,79,0,1,12,203,10,0,703,1652931,427,1183033,12,32605,5,30376,17,62981,7,2229,400,1062808,307,616967,285,526071,21,89825,11.0506042502639,2.89037175789616,10.3922515994996,2.56494935746154,10.3214410220967,1.79175946922805,13.3325724376852,5.73009978297357,11.4056297446779,3.09104245335832,0,0,2.56494935746154,0,0,0,0,10.3214410220967,1.79175946922805,0,0,0,0,10.9550955813579,2.39789527279837,4.82028156560504,0,0,0,0,0
"253"," E17-08F","T","F","REP"," Colin",74690,283504,0,187849,19372,313360,0,23947,0,4211,14866,269024,0,0,175761,347117,85467,480,0,43,89,0,168,3,77,0,15,3,0,0,2,5,77,0,0,32,141,8,1,576,1381449,339,1010043,48,176241,3,23947,51,200188,45,152294,273,705311,325,789605,245,456873,80,332732,12.2070171992988,3.95124371858143,12.0796133295734,3.89182029811063,10.0836400920452,1.38629436111989,13.5792893658567,5.78689738136671,12.7150956455458,4.39444915467244,6.17586727010576,0.693147180559945,3.49650756146648,2.77258872223978,0,0,0,10.0836400920452,1.38629436111989,9.60689927061335,1.79175946922805,0,0,11.3558973158629,2.19722457733622,4.49980967033027,0,0,0,9.87163562308695,1.38629436111989
"254"," E18-03F","T","F","REP"," Colin",109112,285544,0,222692,8867,295114,0,48938,0,0,0,235771,0,0,97345,366670,125811,4136,0,55,94,0,174,4,79,0,0,5,0,0,0,0,74,0,0,9,140,10,4,555,1370208,317,1037556,13,101481,5,48938,18,150419,8,52543,289,761326,331,762444,248,458463,83,303981,11.9211866603804,2.94443897916644,11.5276367218359,2.63905732961526,10.7983299036044,1.79175946922805,13.5442856537146,5.80513496891649,12.624723768109,4.43081679884331,8.32772616646141,1.6094379124341,2.30258509299405,0,0,0,0,10.7983299036044,1.79175946922805,0,0,0,0,11.7425440082063,2.39789527279837,4.55387689160054,0,0,0,9.0902045707362,1.6094379124341
"255"," E18-05F","T","F","SHAM"," Colin",124487,273804,0,250394,962,223599,0,31404,0,0,0,394899,0,0,31429,462934,1218,4870,0,65,98,0,227,1,76,0,0,11,0,0,0,0,142,0,0,9,203,1,6,761,1574221,393,930146,15,36299,11,31404,26,67703,4,4895,366,861225,446,869854,369,645293,77,224561,11.1229005413499,3.29583686600433,10.4995730202529,2.77258872223978,10.3547223948885,2.484906649788,13.6760818100737,6.10255859461357,12.3219071173018,4.35670882668959,8.49105453380654,1.94591014905531,2.30258509299405,0,0,0,0,10.3547223948885,2.484906649788,0,0,0,0,7.10578612948127,0.693147180559945,4.59511985013459,0,0,0,6.87005341179813,0.693147180559945
"256"," E18-06F","T","F","GDX"," Colin",136327,94278,5784,224790,26936,289735,0,201087,970,0,0,146525,0,0,82780,322154,267998,636,0,57,42,1,149,11,67,0,0,27,0,1,0,0,55,0,0,5,106,21,1,444,1215331,260,1106230,6,83416,28,202057,34,285473,-22,-118641,205,552759,283,693770,205,377099,78,316671,12.56190623563,3.55534806148941,11.3316074045054,1.94591014905531,12.2163100638827,3.36729582998647,13.4498972138549,5.64897423816121,12.6656218168721,4.36944785246702,6.45676965557216,0.693147180559945,1.79175946922805,0,0,0,0,12.2114979021752,3.3322045101752,0,0,6.87832646829133,0.693147180559945,12.4987385281427,3.09104245335832,3.76120011569356,0,8.66302363962778,0.693147180559945,10.2012560851889,2.484906649788
"257"," E18-08M","T","M","GDX"," Colin",102924,137193,0,184380,3420,90461,912,215473,2031,0,0,241118,0,0,53590,359753,408745,0,1,50,46,0,159,1,29,1,0,17,0,3,0,0,87,0,0,4,103,23,0,471,1297374,248,1280621,4,53590,21,218416,25,272006,-17,-164826,200,599870,276,519379,246,425498,30,93881,12.5135830802411,3.25809653802148,10.8891364225126,1.6094379124341,12.2941613586514,3.09104245335832,13.160391071501,5.62401750618734,11.4497939535301,3.43398720448515,0,0,1.6094379124341,0,0,6.81673588059497,0.693147180559945,12.2805955315952,2.89037175789616,0,0,7.61677580869837,1.38629436111989,12.920849215213,3.17805383034795,3.85014760171006,0.693147180559945,0,0,8.13768818497761,0.693147180559945
"258"," E18-09M","T","M","SHAM"," Colin",28682,267535,5755,281412,101571,326074,27247,62771,8508,83927,96115,149099,0,0,44631,221534,90021,5118,0,17,83,4,175,25,64,10,18,3,3,5,16,37,59,0,0,4,85,4,2,521,1282334,287,936089,24,49749,21,98526,45,148275,3,-48777,185,517751,327,863911,238,436266,89,427645,11.9068306809094,3.8286413964891,10.8147657425867,3.2188758248682,11.4980859012736,3.09104245335832,13.6692261907471,5.79301360838414,12.9660510295219,4.49980967033027,8.54071438645758,1.09861228866811,1.6094379124341,2.94443897916644,1.38629436111989,10.2127354029025,2.39789527279837,11.0472643931586,1.38629436111989,11.4733110743361,3.63758615972639,9.04887970584956,1.79175946922805,11.4078093638852,1.6094379124341,4.43081679884331,0,8.65799806800726,1.6094379124341,11.5285231855933,3.25809653802148
"259"," E20-02F","T","F","REP"," Colin",99708,153660,0,106236,3336,275391,1502,118755,0,0,0,69938,0,2520,37676,237686,687982,5610,1,45,32,0,87,1,63,1,0,8,0,0,0,0,26,0,1,7,79,36,5,292,833291,214,1342579,12,43286,9,120257,21,163543,3,-76971,157,491054,178,457421,113,176174,64,278727,12.0048373462648,3.09104245335832,10.6756076379654,2.56494935746154,11.6973947138216,2.30258509299405,13.0333616573591,5.18738580584075,12.537991674875,4.17438726989564,8.63248423575097,1.79175946922805,2.07944154167984,0,0,7.31521838975297,0.693147180559945,11.6848262469363,2.19722457733622,0,0,0,0,13.4415194073079,3.61091791264422,3.49650756146648,0.693147180559945,0,0,8.11282747875137,0.693147180559945
"260"," E20-03F","T","F","GDX"," Colin",17096,65349,0,15726,17291,488926,949,15528,0,0,0,4044,0,0,568609,115884,490598,0,0,12,16,0,16,2,42,1,0,4,0,0,0,0,2,0,0,23,33,29,0,107,803185,118,1274013,23,568609,5,16477,28,585086,18,552132,61,198329,62,525987,18,19770,44,506217,13.2795158331053,3.36729582998647,13.2509500651003,3.17805383034795,9.70978143687554,1.79175946922805,13.1730336777714,4.14313472639153,13.1347226855285,3.80666248977032,0,0,3.17805383034795,0,0,6.85646198459459,0.693147180559945,9.65046452256919,1.6094379124341,0,0,0,0,13.103382372484,3.40119738166216,2.83321334405622,0,0,0,9.75799924578752,1.09861228866811
"261"," E20-04F","T","F","SHAM"," Colin",247440,178374,0,149601,54161,185883,0,133322,0,0,0,116180,0,15,67227,430654,213242,3711,0,103,59,0,142,10,54,0,0,15,0,0,0,0,45,0,1,9,149,21,5,528,1326524,361,1273970,14,70938,15,133322,29,204260,-1,-62384,311,856468,252,505840,187,265781,64,240044,12.2271538668412,3.40119738166216,11.1695756318087,2.70805020110221,11.8005300344187,2.77258872223978,13.1339776696402,5.53338948872752,12.3885816847482,4.17438726989564,8.21932609390609,1.79175946922805,2.30258509299405,0,0,0,0,11.8005300344187,2.77258872223978,0,0,0,0,12.2701876394928,3.09104245335832,4.0943445622221,0,0,0,10.8997348345262,2.39789527279837
"262"," E20-07F","T","F","REP"," Colin",215448,190473,0,75851,5008,217001,0,319351,0,0,0,60061,0,0,30026,331940,351788,3053,0,73,39,0,77,5,29,0,0,27,0,0,0,0,24,0,0,5,121,45,5,371,1226203,315,1442079,10,33079,27,319351,37,352430,-17,-286272,233,737861,135,357921,101,135912,34,222009,12.7726101373931,3.63758615972639,10.4066841491376,2.39789527279837,12.6740492216913,3.3322045101752,12.7880703645492,4.91265488573605,12.310477704885,3.55534806148941,8.02420748577858,1.79175946922805,1.79175946922805,0,0,0,0,12.6740492216913,3.3322045101752,0,0,0,0,12.770786843031,3.8286413964891,3.68887945411394,0,0,0,8.51899157335762,1.79175946922805
"263"," E20-09F","T","F","REP"," Colin",262325,113634,0,135208,1044,260650,0,31125,0,0,0,106838,0,0,107040,425228,348032,8876,0,98,40,0,99,1,47,0,0,7,0,0,0,0,34,0,0,20,154,37,14,466,1190274,370,1296260,34,115916,7,31125,41,147041,27,84791,292,801187,181,503740,133,242046,48,261694,11.898473539238,3.73766961828337,11.6606296967425,3.55534806148941,10.345798761765,2.07944154167984,13.1298175260785,5.2040066870768,12.4749349824893,3.89182029811063,9.09121894106832,2.70805020110221,3.04452243772342,0,0,0,0,10.345798761765,2.07944154167984,0,0,0,0,12.760052581847,3.63758615972639,3.71357206670431,0,0,0,6.95177216439891,0.693147180559945
"264"," E2-02","C","F","GDX"," Colin",0,79646,5220,76542,478212,474183,49525,11556,230320,177754,172444,10104,0,0,5010,29484,0,0,0,0,20,1,41,34,45,15,0,3,136,25,26,35,4,0,0,2,8,0,0,316,847605,270,755739,2,5010,179,291401,181,296411,-177,-286391,28,109130,125,1044261,46,91866,79,952395,12.5995056574145,5.2040066870768,8.51939077495972,1.09861228866811,12.5824590361377,5.19295685089021,13.8588209737945,4.83628190695148,13.76673619367,4.38202663467388,0,0,1.09861228866811,0,4.91998092582813,10.8102530631852,2.77258872223978,9.35504659297544,1.38629436111989,12.0578336240334,3.58351893845611,12.347229267062,3.25809653802148,0,0,3.04452243772342,0,8.56044423341055,0.693147180559945,13.077811518915,3.55534806148941
"265"," E2-03","C","F","SHAM"," Colin",83642,221218,0,199347,854,186028,0,210593,0,0,1371,106925,0,0,145340,618026,25947,709,0,58,72,0,161,1,42,0,0,30,0,0,0,2,72,0,0,20,184,2,1,600,1587171,369,1306846,21,146049,30,210593,51,356642,-9,-64544,314,922886,276,493154,233,306272,43,186882,12.7844905604282,3.95124371858143,11.8917043078159,3.09104245335832,12.2576873882477,3.43398720448515,13.1085788052337,5.62401750618734,12.1382380315753,3.78418963391826,6.56526497003536,0.693147180559945,3.04452243772342,0,0,0,0,12.2576873882477,3.43398720448515,7.22402480828583,1.09861228866811,0,0,10.1638498143329,1.09861228866811,4.29045944114839,0,0,0,6.75110146893676,0.693147180559945
"266"," E2-04","C","M","GDX"," Colin",148569,189750,0,131408,80086,298719,0,164511,0,0,0,84263,720,0,213335,394656,86240,7743,0,50,56,0,93,6,39,0,0,22,0,0,0,0,40,1,0,17,98,8,7,384,1334955,259,1205524,24,221078,22,164511,46,385589,2,56567,205,733695,178,594476,133,215671,45,378805,12.8625299077723,3.85014760171006,12.3062753826875,3.2188758248682,12.0107387948552,3.13549421592915,13.2954373063915,5.18738580584075,12.8447794796618,3.8286413964891,8.95467362895641,2.07944154167984,2.89037175789616,0,0,0,0,12.0107387948552,3.13549421592915,0,0,0,0,11.3649009816229,2.19722457733622,4.04305126783455,0,0,0,11.2908688227563,1.94591014905531
"267"," E2-05","C","F","REP"," Colin",49210,37439,0,57588,119504,124292,0,84567,0,0,0,50750,0,0,48685,94150,1133815,0,0,16,9,0,34,14,23,0,0,7,0,0,0,0,17,0,0,3,25,10,0,111,422389,70,1447866,3,48685,7,84567,10,133252,-4,-35882,50,180799,88,352134,51,108338,37,243796,11.8000048558459,2.39789527279837,10.7931467934094,1.38629436111989,11.3453112234485,2.07944154167984,12.7717699037815,4.48863636973214,12.4040911907854,3.63758615972639,0,0,1.38629436111989,0,0,0,0,11.3453112234485,2.07944154167984,0,0,0,0,13.9410994926091,2.39789527279837,2.30258509299405,0,0,0,11.6911134904826,2.70805020110221
"268"," E2-06","C","M","GDX"," Colin",73595,172351,0,339660,16529,63658,0,307541,0,0,0,374671,0,0,88235,360231,2166,1363,0,46,65,0,215,3,19,0,0,38,0,0,0,0,124,0,0,13,154,1,1,656,1717647,318,1005482,14,89598,38,307541,52,397139,-24,-217943,265,606177,361,794518,339,714331,22,80187,12.892044142341,3.97029191355212,11.4030994381865,2.70805020110221,12.6363669422676,3.66356164612965,13.5854921790845,5.89164421182577,11.2921291567244,3.13549421592915,7.21817683840341,0.693147180559945,2.63905732961526,0,0,0,0,12.6363669422676,3.66356164612965,0,0,0,0,7.68109900153636,0.693147180559945,4.18965474202643,0,0,0,9.71293219081507,1.38629436111989
"269"," E2-08","C","M","SHAM"," Colin",80799,260337,7626,267200,3216,168012,0,74212,0,0,81194,209183,0,0,153870,416031,75953,1415,0,40,87,1,169,2,37,0,46,7,2,0,0,15,80,0,0,26,160,2,1,634,1551867,386,1143811,73,155285,9,74212,82,229497,64,81073,287,757167,289,655237,250,484009,39,171228,12.3436495938478,4.4188406077966,11.9530238569727,4.30406509320417,11.2146946159657,2.30258509299405,13.3927538073972,5.66988092298052,12.0507571208678,3.68887945411394,7.25559127425367,0.693147180559945,3.29583686600433,3.85014760171006,1.09861228866811,0,0,11.2146946159657,2.07944154167984,11.3046089478992,2.77258872223978,0,0,11.2378831728649,1.09861228866811,4.47733681447821,0,8.93944986216424,0.693147180559945,8.07620452723903,1.09861228866811
