"","Subject","Treatment","Sex","Gonad","Scorer","SniffAnoDur","SniffHeadDur","DigDur","ActiveHDur","InactiveDur","GroomDur","AvoidDur","SubDur","DefenseDur","OpenAggDur","RitAggDur","ActiveVDur","ApproachDur","StereoDur","DomDur","SniffBodyDur","InactiveTogetherDur","FollowDur","StretchEv","SniffAnoEv","SniffHeadEv","DigEv","ActiveHEv","InactiveEv","GroomEv","AvoidEv","AttackDelEv","SubEv","AttackRecEv","DefenseEv","OpenAggEv","RitAggEv","ActiveVEv","ApproachEv","StereoEv","DomEv","SniffBodyEv","InactiveTogetherEv","FollowEv","TotalActivityOccur","TotalActivityDuration","TotalSocialOccur","TotalSocialDuration","AgonisticDeliveredOccur","AgonisticDeliveredDuration","AgonisticReceivedOccur","AgonisticReceivedDuration","AgonisticTotalOccur","AgonisticTotalDuration","DominanceScoreOccur","DominanceScoreDuration","SocialInvestigationOccur","SocialInvestigationDuration","NonSocialOccur","NonSocialDuration","NonSocialLocomotorOccur","NonSocialLocomotorDuration","InactiveNonSocialOccur","InactiveNonSocialDuration","TransAgonisticTotalDuration","TransAgonisticTotalOccur","TransAgonisticDeliveredDuration","TransAgonisticDeliveredOccur","TransAgonisticReceivedDuration","TransAgonisticReceivedOccur","TransNonSocialDuration","TransNonSocialOccur","TransInactiveNonSocialDuration","TransInactiveNonSocialOccur","TransFollowDur","TransFollowEv","TransDomEv","TransAttackDel","TransAttackRec","TransAvoidDur","TransAvoidEv","TransSubDur","TransSubEv","TransRitAggDur","TransRitAggEv","TransDefenseDur","TransDefenseEv","TransInactiveTogetherDur","TransInactiveTogetherEv","TransSniffHeadEv","TransStretchEv","TransDigDur","TransDigEv","TransInactiveDur","TransInactiveEv"
"280","E22-13F","T","F","SHAM"," Colin",80439,134843,0,180300,14271,337298,0,88799,0,0,0,29841,0,0,9660,342437,580394,1718,0,55,47,0,134,5,59,0,0,19,0,0,0,0,13,0,0,2,123,57,2,395,868037,305,1238290,4,11378,19,88799,23,100177,-15,-77421,225,557719,211,561710,147,210141,64,351569,11.5147038826476,3.17805383034795,9.33952483035701,1.6094379124341,11.3941419289803,2.99573227355399,13.2387427617363,5.35658627467201,12.7701641169208,4.17438726989564,7.44949800538285,1.09861228866811,1.09861228866811,0,0,0,0,11.3941419289803,2.99573227355399,0,0,0,0,13.2714641852066,4.06044301054642,3.87120101090789,0,0,0,9.56605485481979,1.79175946922805
"281"," E23-03M","T","M","SHAM"," Colin",106936,216223,0,222140,0,208167,0,0,0,0,0,328114,0,0,378781,312191,22676,4772,0,53,92,0,213,0,53,0,1,0,0,0,0,0,107,0,0,64,166,4,6,702,1569157,386,1041579,71,383553,0,0,71,383553,71,383553,311,635350,373,758421,320,550254,53,208167,12.8572356982211,4.27666611901606,12.8572356982211,4.27666611901606,0,0,13.538995237941,5.92425579741453,12.2461007249832,3.98898404656427,8.4707303170059,1.94591014905531,4.17438726989564,0.693147180559945,0,0,0,0,0,0,0,0,0,10.0291064739603,1.6094379124341,4.53259949315326,0,0,0,0,0
"282"," E23-04M","T","M","GDX"," Colin",94258,221804,0,244077,201885,116634,0,57805,0,0,0,80398,0,0,168140,304742,302910,7347,0,41,65,0,156,48,41,0,0,24,0,0,0,0,28,0,0,16,127,46,5,462,1178571,324,1157006,21,175487,24,57805,45,233292,-3,117682,233,620804,273,642994,184,324475,89,318519,12.3600504532731,3.8286413964891,12.0753259434819,3.09104245335832,10.9648478555013,3.2188758248682,13.3738922271398,5.61312810638807,12.6714405463714,4.49980967033027,8.90218344633502,1.79175946922805,2.83321334405622,0,0,0,0,10.9648478555013,3.2188758248682,0,0,0,0,12.6211943119716,3.85014760171006,4.18965474202643,0,0,0,12.2154584606387,3.89182029811063
"283"," E23-05F","T","F","GDX"," Colin",364422,108077,0,212702,3247,164445,0,227185,0,0,0,195691,0,0,87634,363790,71254,1553,0,137,48,0,204,2,36,0,0,21,0,0,0,0,74,0,0,8,193,15,3,688,1561054,425,1223915,11,89187,21,227185,32,316372,-10,-137998,378,836289,316,576085,278,408393,38,167692,12.6646771762154,3.49650756146648,11.3985017803703,2.484906649788,12.3335243442123,3.09104245335832,13.2640122340886,5.75890177387728,12.0298902057356,3.66356164612965,7.34858753092759,1.38629436111989,2.19722457733622,0,0,0,0,12.3335243442123,3.09104245335832,0,0,0,0,11.1740202711073,2.77258872223978,3.89182029811063,0,0,0,8.08579470128157,1.09861228866811
"284"," E23-07M","T","M","REP"," Colin",98367,138586,0,305762,0,90312,0,35314,0,0,57888,430730,0,0,237789,283879,114774,6599,0,43,67,0,238,0,30,0,26,4,0,0,0,11,150,0,0,24,142,14,1,706,1594914,332,973196,51,244388,4,35314,55,279702,47,209074,252,520832,418,826804,388,736492,30,90312,12.5414836049101,4.02535169073515,12.4065164970834,3.95124371858143,10.472063081843,1.6094379124341,13.6253241541832,6.03787091992214,11.4110366936057,3.43398720448515,8.79482492801452,0.693147180559945,3.2188758248682,3.29583686600433,0,0,0,10.472063081843,1.6094379124341,10.9662826627832,2.484906649788,0,0,11.6507289691174,2.70805020110221,4.21950770517611,0,0,0,0,0
"285"," E24-06M","T","M","SHAM"," Colin",142915,459896,1608,134523,1673,228999,0,17847,0,2289,103112,177056,0,0,87444,405385,28527,8726,1,38,87,1,100,1,44,0,48,2,0,0,1,15,50,0,0,18,105,12,6,472,1540801,333,1256141,72,96170,2,17847,74,114017,70,78323,231,1008196,196,543859,151,313187,45,230672,11.6441116096494,4.31748811353631,11.4738831359056,4.29045944114839,9.78964673611237,1.09861228866811,13.206447139776,5.28320372873799,12.3487564022022,3.8286413964891,9.07417694716331,1.94591014905531,2.94443897916644,3.89182029811063,0,0,0,9.78964673611237,1.09861228866811,11.5435807532298,2.77258872223978,0,0,10.2586413401029,2.56494935746154,4.47733681447821,0.693147180559945,7.38336814699238,0.693147180559945,7.42297125104942,0.693147180559945
"286"," E24-07M","T","M","GDX"," Colin",170954,246562,5568,142125,2094,309782,0,41873,648,0,3407,187694,0,0,0,499393,188036,1864,0,63,58,1,134,1,57,0,0,8,1,1,0,2,62,0,0,0,156,21,3,489,1300088,313,1152737,3,1864,10,42521,13,44385,-7,-40657,277,916909,255,647263,197,335387,58,311876,10.7006793833827,2.63905732961526,7.53101633207792,1.38629436111989,10.6577768680383,2.39789527279837,13.3805095273528,5.54517744447956,12.650364158293,4.07753744390572,7.53101633207792,1.38629436111989,0,0,0.693147180559945,0,0,10.6424203882452,2.19722457733622,8.13388088794921,1.09861228866811,6.47543271670409,0.693147180559945,12.1443940309585,3.09104245335832,4.07753744390572,0,8.62497078358967,0.693147180559945,7.64730883235624,0.693147180559945
"287"," E24-10F","T","F","SHAM"," Colin",47313,244200,0,61742,8629,416583,0,171618,0,0,0,62615,0,0,60271,280260,439010,7759,0,21,53,0,58,4,45,0,0,17,0,0,0,0,15,0,0,8,82,52,4,258,935778,237,1250431,12,68030,17,171618,29,239648,-5,-103588,156,571773,122,549569,73,124357,49,425212,12.3869306318271,3.40119738166216,11.1277187626284,2.56494935746154,12.0530321825174,2.89037175789616,13.2168914332476,4.81218435537242,12.9603454988302,3.91202300542815,8.95673761317726,1.6094379124341,2.19722457733622,0,0,0,0,12.0530321825174,2.89037175789616,0,0,0,0,12.992279748691,3.97029191355212,3.98898404656427,0,0,0,9.06299978407747,1.6094379124341
"288"," E24-13M","T","M","REP"," Colin",42873,263004,0,190157,761,402526,0,9909,0,0,0,565550,0,0,15554,186087,123579,0,0,22,81,0,164,1,56,0,0,3,1,0,0,0,128,0,0,7,88,22,0,494,1273134,224,641006,7,15554,4,9909,11,25463,3,5645,191,491964,349,1158994,292,755707,57,403287,10.1450209689619,2.484906649788,9.65213740933174,2.07944154167984,9.20129962732403,1.6094379124341,13.9630638082487,5.85793315448346,12.9074062258936,4.06044301054642,0,0,2.07944154167984,0,0.693147180559945,0,0,9.20129962732403,1.38629436111989,0,0,0,0,11.724643998615,3.13549421592915,4.40671924726425,0,0,0,6.63594655568665,0.693147180559945
"289"," E24-14F","T","F","GDX"," Colin",69409,65168,0,66657,3273,232083,0,355258,1174,0,1440,50598,0,0,272293,142933,528894,10820,0,33,29,0,55,2,38,0,0,19,0,1,0,1,13,0,0,18,74,20,6,249,1035750,201,1447389,24,283113,20,356432,44,639545,4,-73319,136,277510,108,352611,68,117255,40,235356,13.3685138286104,3.80666248977032,12.5536049223675,3.2188758248682,12.783901562885,3.04452243772342,12.7731235812653,4.69134788222914,12.368858789323,3.71357206670431,9.28924396957165,1.94591014905531,2.94443897916644,0,0,0,0,12.7806023799101,2.99573227355399,7.27309259599952,0.693147180559945,7.06902342657826,0.693147180559945,13.1785452034265,3.04452243772342,3.40119738166216,0,0,0,8.09376775793108,1.09861228866811
"290"," E24-15M","T","M","REP"," Colin",26186,251701,0,138853,17373,346340,0,31700,0,30853,97208,406050,0,0,13641,226740,200275,13080,0,16,60,0,121,6,61,0,46,6,1,0,8,20,104,0,0,5,88,21,4,479,1236012,275,891384,55,26721,7,31700,62,58421,48,-4979,164,504627,292,908616,225,544903,67,363713,10.9754478102068,4.14313472639153,10.1932424751488,4.02535169073515,10.3641035051091,2.07944154167984,13.7196789422359,5.68017260901707,12.8041231234979,4.21950770517611,9.47891607468823,1.6094379124341,1.79175946922805,3.85014760171006,0.693147180559945,0,0,10.3641035051091,1.94591014905531,11.4846185787547,3.04452243772342,0,0,12.2074516942053,3.09104245335832,4.11087386417331,0,0,0,9.76273011481987,1.94591014905531
"291"," E26-05M","C","M","GDX"," Colin",81001,167740,0,116638,34736,411919,2478,88801,0,0,12406,132550,0,0,27134,203107,521490,0,0,30,39,0,102,7,46,2,0,15,1,0,0,2,53,0,0,3,72,50,0,319,831855,214,1104157,3,27134,18,91279,21,118413,-15,-64145,141,451848,208,695843,155,249188,53,446655,11.6819422376851,3.09104245335832,10.2085796864975,1.38629436111989,11.421686984536,2.94443897916644,13.4528807762629,5.34233425196481,13.0095440023768,3.98898404656427,0,0,1.38629436111989,0,0.693147180559945,7.81561053203519,1.09861228866811,11.3941644512492,2.77258872223978,9.42601610844287,1.09861228866811,0,0,13.1644472953642,3.93182563272433,3.68887945411394,0,0,0,10.4555606802804,2.07944154167984
"292"," E26-07M","C","M","REP"," Colin",122646,135234,4903,146988,9710,437568,0,67711,0,0,0,288908,0,0,196252,215170,174910,0,0,45,44,5,143,2,52,0,1,4,0,0,0,0,88,0,0,22,96,17,0,448,1177812,229,911923,23,196252,4,67711,27,263963,19,128541,185,473050,290,888077,236,440799,54,447278,12.4835680091937,3.3322045101752,12.187159922152,3.17805383034795,11.1230186957779,1.6094379124341,13.6968148559546,5.67332326717149,13.010937839962,4.00733318523247,0,0,3.13549421592915,0.693147180559945,0,0,0,11.1230186957779,1.6094379124341,0,0,0,0,12.0720325521108,2.89037175789616,3.80666248977032,0,8.49780647761605,1.79175946922805,9.18101454259435,1.09861228866811
"293"," E27-02M","C","M","SHAM"," Colin",61790,277486,1489,181324,0,142448,711,0,0,9209,121202,261507,2316,389243,22609,247601,42128,38937,1,25,74,1,156,0,42,1,30,0,1,0,5,29,88,1,43,9,126,10,13,603,1615424,325,823989,52,61546,2,711,54,62257,50,60835,227,589193,330,976011,245,444320,42,142448,11.039042320126,4.00733318523247,11.0275563895636,3.97029191355212,6.56807791141198,1.09861228866811,13.7912301604016,5.80211837537706,11.8667393198944,3.76120011569356,10.5697259165389,2.63905732961526,2.30258509299405,3.43398720448515,0.693147180559945,6.56807791141198,0.693147180559945,0,0,11.7052221047863,3.40119738166216,0,0,10.6484916186363,2.39789527279837,4.31748811353631,0.693147180559945,7.30653139893951,0.693147180559945,0,0
"294"," E27-04M","C","M","REP"," Colin",46907,209661,0,204358,10768,401129,0,0,0,6307,0,499808,0,41198,84803,217364,77697,0,0,18,56,0,198,1,66,0,2,0,0,0,2,0,136,0,8,23,88,14,0,531,1310406,203,642739,25,84803,0,0,25,84803,25,84803,162,473932,409,1157261,334,704166,67,411897,11.3480979904789,3.25809653802148,11.3480979904789,3.25809653802148,0,0,13.96156742825,6.01615715969835,12.9285310248649,4.21950770517611,0,0,3.17805383034795,1.09861228866811,0,0,0,0,0,0,0,0,0,11.2605847959987,2.70805020110221,4.04305126783455,0,0,0,9.28442691532888,0.693147180559945
"295"," E27-06M","C","M","GDX"," Colin",209306,253501,0,198651,8117,196180,0,60919,0,0,0,276228,0,1209,61292,431262,96968,6367,0,87,82,0,194,5,59,0,0,13,1,0,0,0,91,0,1,13,185,18,6,673,1498735,405,1119615,19,67659,14,60919,33,128578,5,6740,354,894069,350,680385,285,474879,64,204297,11.7642987804061,3.52636052461616,11.1222504423347,2.99573227355399,11.0173168070091,2.70805020110221,13.4304155631605,5.86078622346587,12.2273349912326,4.17438726989564,8.75904072752422,1.94591014905531,2.63905732961526,0,0.693147180559945,0,0,11.0173168070091,2.63905732961526,0,0,0,0,11.4821466187776,2.94443897916644,4.4188406077966,0,0,0,9.00183909739884,1.79175946922805
"296"," E27-08F","C","F","GDX"," Colin",164263,202932,0,132113,11810,322329,0,30542,0,0,0,235631,0,0,76943,396824,220530,6083,0,64,65,0,132,6,69,0,0,7,0,0,0,0,65,0,0,13,133,20,9,488,1245331,311,1098117,22,83026,7,30542,29,113568,15,52484,262,764019,272,701883,197,367744,75,334139,11.6401658607047,3.40119738166216,11.3269211350846,3.13549421592915,10.3268908057753,2.07944154167984,13.4615234271887,5.60947179518496,12.7193153458118,4.33073334028633,8.71341765337918,2.30258509299405,2.63905732961526,0,0,0,0,10.3268908057753,2.07944154167984,0,0,0,0,12.3037935535564,3.04452243772342,4.18965474202643,0,0,0,9.37678657961185,1.94591014905531
"297"," E27-09M","C","M","SHAM"," Colin",137468,123677,0,211101,2462,208122,0,1409,0,0,0,221076,0,0,266268,434853,179196,14368,0,59,63,0,162,2,76,0,10,1,0,0,0,0,70,0,0,42,151,32,11,569,1410220,369,1157239,63,280636,1,1409,64,282045,62,279227,273,695998,310,642761,232,432177,78,210584,12.5498254571849,4.17438726989564,12.5448172982571,4.15888308335967,7.25134498337221,0.693147180559945,13.3735297947322,5.73979291217923,12.2576446510742,4.36944785246702,9.57282838722921,2.484906649788,3.76120011569356,2.39789527279837,0,0,0,7.25134498337221,0.693147180559945,0,0,0,0,12.0962410383114,3.49650756146648,4.15888308335967,0,0,0,7.80913539812054,1.09861228866811
"298"," E28-02F","C","F","GDX"," anthony",16715,273643,0,294405,56487,355387,0,168675,0,0,0,113857,0,0,131964,387251,0,0,0,6,24,0,63,6,14,0,0,12,0,0,0,0,27,0,0,11,52,0,0,195,1386510,105,978248,11,131964,12,168675,23,300639,-1,-36711,82,677609,110,820136,90,408262,20,411874,12.6136688146473,3.17805383034795,11.7902920148945,2.484906649788,12.0357349940389,2.56494935746154,13.617226678456,4.70953020131233,12.9284751842389,3.04452243772342,0,0,2.484906649788,0,0,0,0,12.0357349940389,2.56494935746154,0,0,0,0,0,0,3.2188758248682,0,0,0,10.9417835051962,1.94591014905531
"299"," E28-04F","C","F","REP"," anthony",56371,260409,0,329356,54932,146418,0,152957,0,0,0,50423,0,0,28367,719230,0,0,0,28,63,0,127,10,20,0,0,20,0,0,0,0,20,0,0,4,143,0,0,405,1597113,258,1217334,4,28367,20,152957,24,181324,-16,-124590,234,1036010,177,581129,147,379779,30,201350,12.1080462802316,3.2188758248682,10.253017028314,1.6094379124341,11.9379186528859,3.04452243772342,13.2727297629567,5.18178355029209,12.2128049327436,3.43398720448515,0,0,1.6094379124341,0,0,0,0,11.9379186528859,3.04452243772342,0,0,0,0,0,0,4.15888308335967,0,0,0,10.9138695398098,2.39789527279837
"300"," E28-01F","C","F","SHAM"," Colin",132024,302787,780,70645,0,77914,0,178271,0,0,1050,29441,0,0,461189,453842,89261,2796,0,77,86,1,72,0,19,0,0,14,0,0,0,1,19,0,0,56,174,21,4,504,1632825,433,1621220,60,463985,14,178271,74,642256,46,285714,337,888653,111,178780,92,100866,19,77914,13.3727438140953,4.31748811353631,13.0476096583394,4.11087386417331,12.0910657528205,2.70805020110221,12.093916872093,4.71849887129509,11.2633737678797,2.99573227355399,7.93630269320196,1.6094379124341,4.04305126783455,0,0,0,0,12.0910657528205,2.70805020110221,6.95749737087695,0.693147180559945,0,0,11.3993311443853,3.09104245335832,4.46590811865458,0,6.66057514983969,0.693147180559945,0,0
"301"," E28-03F","C","F","REP"," Colin",223880,82015,8398,70968,0,209832,0,446965,0,0,1560,47562,965,0,119363,343515,239747,5230,0,83,34,2,75,0,24,0,0,51,0,0,0,1,16,1,0,18,136,37,8,425,1350421,369,1463240,26,124593,51,446965,77,571558,-25,-322372,254,650375,117,336760,93,126928,24,209832,13.2561229939838,4.35670882668959,11.7328157300829,3.29583686600433,13.010237808063,3.95124371858143,12.727128758921,4.77068462446567,12.2540672552348,3.2188758248682,8.56235774337061,2.19722457733622,2.94443897916644,0,0,0,0,13.010237808063,3.95124371858143,7.35308192051543,0.693147180559945,0,0,12.3873436506879,3.63758615972639,3.55534806148941,0,9.03586793012563,1.09861228866811,0,0
"302"," E28-05M","C","M","SHAM"," Colin",108220,119633,8184,193246,0,346469,0,12043,0,0,5290,509117,708,0,199970,283383,3432,10305,0,60,67,8,234,0,68,0,15,3,0,0,0,2,154,1,0,54,175,1,11,784,1450099,389,742984,80,210275,3,12043,83,222318,77,198232,303,511944,464,1057016,396,710547,68,346469,12.3118685663854,4.43081679884331,12.2561762324964,4.39444915467244,9.39632188960162,1.38629436111989,13.8709613479775,6.14203740558736,12.7555515137772,4.23410650459726,9.24048152888817,2.484906649788,4.00733318523247,2.77258872223978,0,0,0,9.39632188960162,1.38629436111989,8.57376254290413,1.09861228866811,0,0,8.14118979345769,0.693147180559945,4.21950770517611,0,9.01005848980524,2.19722457733622,0,0
"303"," E28-06M","C","M","REP"," Colin",63995,98801,4044,103351,136824,549155,0,20277,0,0,0,44915,0,0,264738,105395,403215,5290,1,33,40,2,87,17,68,0,0,10,0,0,0,0,16,0,0,26,58,28,3,276,710806,199,961711,29,270028,10,20277,39,290305,19,249751,132,268191,190,838289,105,152310,85,685979,12.5786908180733,3.68887945411394,12.5062846396202,3.40119738166216,9.91729183351253,2.39789527279837,13.6391193816511,5.25227342804663,13.4386037517641,4.45434729625351,8.57376254290413,1.38629436111989,3.29583686600433,0,0,0,0,9.91729183351253,2.39789527279837,0,0,0,0,12.9072276774916,3.36729582998647,3.71357206670431,0.693147180559945,8.30523682949259,1.09861228866811,11.8264580160121,2.89037175789616
"304"," E29-02F","C","F","GDX"," anthony",36109,78727,17291,483276,251223,195292,0,64490,0,0,0,199238,0,0,171510,300223,1994,0,0,17,20,5,135,23,27,0,0,19,0,0,0,0,55,0,0,20,68,1,0,339,1350864,145,653053,20,171510,19,64490,39,236000,1,107020,105,415059,245,1146320,195,699805,50,446515,12.3715913212869,3.68887945411394,12.0524026834729,3.04452243772342,11.0742809581642,2.99573227355399,13.9520682417469,5.50533153593236,13.0092305129232,3.93182563272433,0,0,3.04452243772342,0,0,0,0,11.0742809581642,2.99573227355399,0,0,0,0,7.59839932932396,0.693147180559945,3.04452243772342,0,9.75799924578752,1.79175946922805,12.4341002504137,3.17805383034795
"305"," E29-03F","C","F","GDX"," Anthony",24089,162816,0,323798,345849,124421,0,94797,0,0,0,57518,0,0,302552,362222,0,0,0,10,28,0,88,31,26,0,0,11,0,0,0,0,22,0,0,23,68,0,0,250,1327792,140,946476,23,302552,11,94797,34,397349,12,207755,106,549127,167,851586,110,381316,57,470270,12.8925727833683,3.55534806148941,12.6200117477177,3.17805383034795,11.4595035909742,2.484906649788,13.6548569465021,5.12396397940326,13.0610644032635,4.06044301054642,0,0,3.17805383034795,0,0,0,0,11.4595035909742,2.484906649788,0,0,0,0,0,0,3.36729582998647,0,0,0,12.7537604340287,3.46573590279973
"306"," E29-04F","C","F","GDX"," anthony",61546,255488,0,566648,17288,62315,0,56704,0,0,0,113971,0,0,216460,441920,6972,0,0,24,36,0,124,7,10,0,0,11,0,0,0,0,26,0,0,14,87,1,0,322,1712737,173,1039090,14,216460,11,56704,25,273164,3,159756,147,758954,167,760222,150,680619,17,79603,12.517831287198,3.25809653802148,12.2851656716297,2.70805020110221,10.9456176692494,2.484906649788,13.5413670902756,5.12396397940326,11.2848196218262,2.89037175789616,0,0,2.70805020110221,0,0,0,0,10.9456176692494,2.484906649788,0,0,0,0,8.84980082722101,0.693147180559945,3.61091791264422,0,0,0,9.75782574010478,2.07944154167984
"307"," E29-01F","C","F","SHAM"," Colin",179230,234298,0,138143,0,250204,0,115192,0,0,1657,263375,0,0,40257,362475,197422,17747,0,72,72,0,149,0,42,0,0,17,0,0,0,1,87,0,0,6,157,21,18,579,1352374,364,1148278,24,58004,17,115192,41,173196,7,-57188,301,776003,278,651722,236,401518,42,250204,12.0621849539443,3.73766961828337,10.9682844927095,3.2188758248682,11.6543642615088,2.89037175789616,13.3873749040101,5.63121178182137,12.4300358608281,3.76120011569356,9.7840281124988,2.94443897916644,1.94591014905531,0,0,0,0,11.6543642615088,2.89037175789616,7.41336733569524,0.693147180559945,0,0,12.1931039138852,3.09104245335832,4.29045944114839,0,0,0,0,0
"308"," E29-05M","C","M","SHAM"," Colin",1969,121527,0,254586,226632,483810,0,0,30009,170699,266044,110614,0,0,5434,119406,8401,869,2,2,55,0,173,87,74,0,250,0,0,10,45,74,49,0,0,1,67,3,1,729,1081157,510,724358,252,6303,10,30009,262,36312,242,-23706,126,242902,383,1075642,222,365200,161,710442,10.4999310828626,5.57215403217776,8.74893963153771,5.53338948872752,10.3092859384344,2.39789527279837,13.8884291802646,5.95064255258773,13.4736439981076,5.08759633523238,6.76849321164863,0.693147180559945,0.693147180559945,5.52545293913178,0,0,0,0,0,12.491420746388,4.31748811353631,10.3092859384344,2.39789527279837,9.03622505172933,1.38629436111989,4.02535169073515,1.09861228866811,0,0,12.3310872480408,4.47733681447821
"309"," E29-06M","C","M","GDX"," Colin",155748,145677,0,130764,26761,260569,0,144880,0,0,0,82012,0,0,204876,359313,284362,5038,0,87,56,0,138,13,52,0,1,28,0,0,0,0,34,0,0,33,173,51,6,556,1228308,435,1299894,40,209914,28,144880,68,354794,12,65034,316,660738,237,500106,172,212776,65,287330,12.7792954368718,4.23410650459726,12.2544579658566,3.71357206670431,11.8836679947974,3.36729582998647,13.1225773545096,5.47227067367148,12.5683901402951,4.18965474202643,8.5249629286806,1.94591014905531,3.52636052461616,0.693147180559945,0,0,0,11.8836679947974,3.36729582998647,0,0,0,0,12.5580068699948,3.95124371858143,4.04305126783455,0,0,0,10.1947382498649,2.63905732961526
"310"," E30-01M","C","M","REP"," Colin",115099,157121,6078,257918,25760,143799,0,26282,0,0,0,309171,0,1688,147542,417264,187365,4913,0,57,60,2,200,10,55,0,1,6,0,0,0,0,98,0,1,33,121,25,5,584,1443076,308,1055586,39,152455,6,26282,45,178737,33,126173,238,689484,366,744414,300,573167,65,169559,12.0936763254356,3.8286413964891,11.9346313088082,3.68887945411394,10.1766776213345,1.94591014905531,13.520353954004,5.90536184805457,12.0409621254666,4.18965474202643,8.49984355308112,1.79175946922805,3.52636052461616,0.693147180559945,0,0,0,10.1766776213345,1.94591014905531,0,0,0,0,12.14081920223,3.25809653802148,4.11087386417331,0,8.71259548774872,1.09861228866811,10.1566169993406,2.39789527279837
"311"," E30-02M","C","M","REP"," Colin",116487,196365,4524,195710,17679,203099,0,74125,0,0,1717,241299,0,0,268505,329290,148300,2900,0,67,70,2,205,9,81,0,0,13,0,0,0,1,83,0,0,40,131,43,3,615,1430922,368,1137689,43,271405,13,74125,56,345530,30,197280,268,642142,380,662311,290,441533,90,220778,12.752837643201,4.04305126783455,12.5113711337288,3.78418963391826,11.2135216269342,2.63905732961526,13.4034920229863,5.9427993751267,12.3049174801663,4.51085950651685,7.9728107841214,1.38629436111989,3.71357206670431,0,0,0,0,11.2135216269342,2.63905732961526,7.4489161025442,0.693147180559945,0,0,11.9069992711916,3.78418963391826,4.26267987704132,0,8.41737285613403,1.09861228866811,9.78018933619163,2.30258509299405
"312"," E30-03M","C","M","SHAM"," Colin",197679,245904,3311,180446,0,93559,0,95323,0,0,0,261092,0,0,109174,518984,78891,15637,0,118,94,3,205,0,46,0,1,20,0,0,0,0,109,0,0,35,255,19,15,855,1627550,557,1261592,51,124811,20,95323,71,220134,31,29488,467,962567,363,538408,317,444849,46,93559,12.3019962735003,4.27666611901606,11.7345638841411,3.95124371858143,11.4650368942433,3.04452243772342,13.1963737733691,5.89715386763674,11.4463582206981,3.85014760171006,9.65745912868446,2.77258872223978,3.58351893845611,0.693147180559945,0,0,0,11.4650368942433,3.04452243772342,0,0,0,0,11.2758351075234,2.99573227355399,4.55387689160054,0,8.10530751550515,1.38629436111989,0,0
"313"," E30-04M","C","M","SHAM"," Colin",96806,211284,2150,138880,23576,390412,0,69534,0,2928,74854,80440,0,886,112396,354866,204881,36107,1,57,55,1,114,12,64,0,98,8,0,0,1,11,30,0,1,18,118,20,16,529,1181131,403,1163656,132,148503,8,69534,140,218037,124,78969,231,662956,222,636344,145,221470,76,413988,12.2924246385073,4.94875989037817,11.9083671728891,4.89034912822175,11.1495855019127,2.19722457733622,13.3634961480781,5.40717177146012,12.9335946824062,4.34380542185368,10.494269726418,2.83321334405622,2.94443897916644,4.59511985013459,0,0,0,11.1495855019127,2.19722457733622,11.2233081878839,2.484906649788,0,0,12.2301894826376,3.04452243772342,4.02535169073515,0.693147180559945,7.67368812926773,0.693147180559945,10.0680269395343,2.56494935746154
"314"," E30-05M","C","M","REP"," Colin",126050,146637,13847,200737,6030,316578,0,79407,0,0,0,292960,0,0,302364,268628,42630,4132,1,71,56,3,223,1,89,0,0,13,0,0,0,0,108,0,0,43,134,13,3,655,1434762,334,969848,46,306496,13,79407,59,385903,33,227089,262,541315,424,830152,334,507544,90,322608,12.8633439128516,4.0943445622221,12.6329632463823,3.85014760171006,11.2823543978272,2.63905732961526,13.6293653001341,6.05208916892442,12.6841963426102,4.51085950651685,8.32675881451173,1.38629436111989,3.78418963391826,0,0,0,0,11.2823543978272,2.63905732961526,0,0,0,0,10.6603369671431,2.63905732961526,4.04305126783455,0.693147180559945,9.53589609685605,1.38629436111989,8.70466811345099,0.693147180559945
"315"," E30-06F","C","F","SHAM"," Colin",79967,206959,0,180589,0,351580,0,26941,0,0,0,186358,0,0,167072,367778,228851,3905,0,57,79,0,190,0,89,0,0,11,0,0,0,0,71,0,0,36,146,54,3,593,1219569,386,1081473,39,170977,11,26941,50,197918,28,144036,282,654704,350,718527,261,366947,89,351580,12.1956131350671,3.93182563272433,12.0492901722373,3.68887945411394,10.2014416862585,2.484906649788,13.4849599538185,5.86078622346587,12.7701954046527,4.49980967033027,8.27026911143662,1.38629436111989,3.61091791264422,0,0,0,0,10.2014416862585,2.484906649788,0,0,0,0,12.3408307853925,4.00733318523247,4.38202663467388,0,0,0,0,0
"316"," E30-07M","C","M","REP"," Colin",195359,176022,0,108883,41070,110072,0,166858,0,0,14464,51562,0,721,143799,496023,282446,12721,0,84,54,0,103,6,29,0,18,31,0,0,0,3,18,0,1,30,147,52,11,500,1366412,430,1487692,59,156520,31,166858,90,323378,28,-10338,285,867404,157,312308,121,160445,35,151142,12.6865802889518,4.51085950651685,11.9609454652638,4.0943445622221,12.02490442339,3.46573590279973,12.6517483612997,5.06259503302697,11.9259816875242,3.58351893845611,9.45108805723875,2.484906649788,3.43398720448515,2.94443897916644,0,0,0,12.02490442339,3.46573590279973,9.57948721741024,1.38629436111989,0,0,12.5512462013481,3.97029191355212,4.00733318523247,0,0,0,10.6230575553272,1.94591014905531
