,Subject,Treatment,Sex,Gonad,Estrus,Scorer,SniffAnoDur,SniffHeadDur,DigDur,ActiveHDur,InactiveDur,GroomDur,AvoidDur,SubDur,DefenseDur,OpenAggDur,RitAggDur,ActiveVDur,ApproachDur,StereoDur,DomDur,SniffBodyDur,InactiveTogetherDur,FollowDur,StretchEv,SniffAnoEv,SniffHeadEv,DigEv,ActiveHEv,InactiveEv,GroomEv,AvoidEv,AttackDelEv,SubEv,AttackRecEv,DefenseEv,OpenAggEv,RitAggEv,ActiveVEv,ApproachEv,StereoEv,DomEv,SniffBodyEv,InactiveTogetherEv,FollowEv,TotalActivityOccur,TotalActivityDuration,TotalSocialOccur,TotalSocialDuration,AgonisticDeliveredOccur,AgonisticDeliveredDuration,AgonisticReceivedOccur,AgonisticReceivedDuration,AgonisticTotalOccur,AgonisticTotalDuration,DominanceScoreOccur,DominanceScoreDuration,SocialInvestigationOccur,SocialInvestigationDuration,NonSocialOccur,NonSocialDuration,NonSocialLocomotorOccur,NonSocialLocomotorDuration,InactiveNonSocialOccur,InactiveNonSocialDuration,TransTotalActivityDur,TransTotalAgonisticDur,TransAgonisticDeliveredDur,TransAgonisticDeliveredFreq,TransAgonisticReceivedDur,TransAgonisticReceivedFreq,TransNonSocialDur,TransNonSocialFreq,TransActiveNonSocialDur,TransActiveNonSocialFreq,TransInactiveNonSocialDur,TransInactiveNonSocialFreq,TransRitualizedAggressionDur,TransRitualizedAggressionFreq,TransAttacksReceived,TransDominanceDur,TransDominanceFreq,TransFollowDur,TransFollowFreq,TransSubmissiveDur,TransSubmissiveFreq,TransAnogenitalDur,TransAnogenitalFreq,TransSocialInactiveDur,TransSocialInactiveFreq,TransDigDur,TransDigFreq,TransInactiveDur,TransInactiveFreq,TransGroomDur,TransGroomFreq
75, E31-06M,C,M,PRE,NA, Colin,151223,61978,0,193334,0,41210,633,57173,0,0,0,82763,0,0,25731,279959,0,5996,0,106,35,0,180,0,11,1,0,26,0,0,0,0,65,0,0,7,153,0,5,578,858790,333,582693,12,31727,27,57806,39,89533,-15,-26079,294,493160,256,317307,245,276097,11,41210,926.7097712,11.40237372,178.1235526,2.564949357,240.4308632,5.291502622,563.3009853,16.03121954,525.4502831,15.68438714,10.62646049,2.48490665,0,0,0,160.4119696,2.079441542,77.44029959,1.791759469,239.110853,5.196152423,11.92651746,4.672828834,0,0,0,0,0,0,10.62646049,2.48490665
76, E31-07M,C,M,PRE,NA, Colin,137801,68127,0,129244,0,14185,32,204640,0,0,0,39328,0,0,19996,219685,64213,2749,0,72,38,0,115,0,5,1,0,33,0,0,0,0,28,0,0,12,124,16,3,426,821602,299,717243,15,22745,34,204672,49,227417,-19,-181927,234,425613,148,182757,143,168572,5,14185,906.4231903,12.33454501,150.8177708,2.772588722,452.4080017,5.916079783,427.5020468,12.20655562,410.5764241,12,9.560010842,1.791759469,0,0,0,141.4107492,2.564949357,52.44044241,1.386294361,452.372634,5.830951895,11.83357315,4.290459441,11.06997653,2.833213344,0,0,0,0,9.560010842,1.791759469
77, E32-02M,C,M,PRE,NA, Colin,23587,26995,0,199914,184504,158354,11188,1624,2839,226342,11801,7611,0,0,0,-999,0,608,0,14,17,0,93,38,35,10,1,3,7,3,30,9,8,0,0,0,-999,0,1,225,557142,124,349617,2,608,23,15651,25,16259,-21,-15043,60,95215,174,550383,101,207525,73,342858,746.420123,9.696463383,24.67792536,1.098612289,125.1079534,4.898979486,741.8786963,13.22875656,455.5502168,10.09950494,12.74507456,4.304065093,9.376024288,2.302585093,2.079441542,1,0,24.67792536,0.693147181,40.31128874,2,10.06849339,2.708050201,0,0,0,0,12.12543184,3.663561646,11.97259463,3.583518938
78, E32-05F,C,F,PRE,NA, Colin,308045,28850,0,82598,0,38279,663,31133,0,0,3763,130957,0,0,921,271668,0,3123,0,158,29,0,138,0,13,1,0,18,0,0,0,2,53,0,0,1,164,0,5,569,861721,378,648166,6,4044,19,31796,25,35840,-13,-27752,351,608563,204,251834,191,213555,13,38279,928.2898254,10.48684777,63.60031446,1.945910149,178.3171332,4.472135955,501.8316451,14.31782106,462.1211962,13.85640646,10.55268285,2.63905733,8.233237501,1.098612289,0,30.3644529,0.693147181,55.89275445,1.791759469,176.4482927,4.358898944,12.6380044,5.068904202,0,0,0,0,0,0,10.55268285,2.63905733
79, E32-06F,C,F,PRE,NA, Colin,288263,41371,279,122310,0,89145,0,28540,0,0,0,101169,0,0,1313,220534,1307,5769,0,146,22,1,147,0,18,0,0,11,1,0,0,0,50,0,0,1,136,2,9,524,809548,328,587097,10,7082,12,28540,22,35622,-2,-21458,304,550168,216,312903,198,223758,18,89145,899.7494096,10.48074678,84.16056083,2.397895273,168.940818,3.605551275,559.3782262,14.73091986,473.0317114,14.10673598,11.39803075,2.944438979,0,0,0.693147181,36.24913792,0.693147181,75.96051606,2.302585093,168.940818,3.464101615,12.57163201,4.990432587,7.176254532,1.098612289,5.634789603,0.693147181,0,0,11.39803075,2.944438979
80, E32-07M,C,M,PRE,NA, Colin,57143,82907,3024,122010,36482,20341,1323,122932,13554,100744,60019,21769,0,0,33002,223274,0,1476,0,26,47,1,95,12,6,2,23,21,6,9,39,31,17,0,0,11,88,0,1,417,843177,304,696374,35,34478,38,137809,73,172287,-3,-103331,161,363324,131,203626,113,146803,18,56823,918.2472434,12.05692277,185.6852175,3.583518938,371.2276929,6.244997998,451.2504848,11.48912529,383.1501011,10.67707825,10.94771405,2.944438979,11.00243312,3.465735903,1.945910149,181.6672783,2.48490665,38.4317577,0.693147181,350.6180258,4.69041576,10.95332968,3.295836866,0,0,8.01466637,0.693147181,10.50460168,2.564949357,9.920442993,1.945910149
81, E32-08F,C,F,PRE,NA, Colin,276443,37124,1337,174748,318,50428,0,27262,0,0,0,31755,0,0,0,281299,3303,15983,0,189,27,1,194,1,17,0,0,15,2,0,0,0,30,0,0,0,186,1,23,667,845951,443,641414,23,15983,17,27262,40,43245,6,-11279,402,594866,243,258586,225,207840,18,50746,919.7564895,10.67466002,126.427845,3.17805383,165.1151114,4.242640687,508.5145032,15.62049935,455.8958214,15.03329638,10.83460778,2.944438979,0,0,1.098612289,1,0,126.427845,3.17805383,165.1151114,4,12.52976355,5.247024072,8.102889135,0.693147181,7.198931241,0.693147181,5.765191103,0.693147181,10.82832169,2.890371758
82, E33-06M,C,M,PRE,NA, Colin,199498,43809,0,185558,377,80172,6059,47953,0,0,871,46750,0,0,4168,269497,4614,10674,0,113,25,0,155,1,28,4,0,21,0,0,0,1,42,0,0,3,139,1,14,517,814837,321,587143,17,14842,25,54012,42,68854,-8,-39170,277,512804,226,312857,197,232308,29,80549,902.6837763,11.13975812,121.8318513,2.890371758,232.4069706,5.099019514,559.3371077,15.06651917,481.9844396,14.07124728,11.29663339,3.401197382,6.770789424,0.693147181,0,64.56779383,1.386294361,103.3198916,2.708050201,218.9840177,4.69041576,12.2035645,4.736198448,8.437067147,0.693147181,0,0,5.934894196,0.693147181,11.29194208,3.36729583
83, E33-07M,C,M,PRE,NA, Colin,160773,37548,4633,229392,859,11785,712,48021,488,0,2981,127048,0,0,13913,255018,3730,3099,0,102,26,2,200,1,10,1,0,20,0,1,0,2,86,0,0,8,138,1,4,590,883626,303,526283,12,17012,22,49221,34,66233,-10,-32209,266,453339,299,373717,288,361073,11,12644,940.0143616,11.10094921,130.4338913,2.564949357,221.8603164,4.795831523,611.3247909,17.32050808,600.8943335,17,9.445017159,2.48490665,8.000349495,1.098612289,0,117.9576195,2.197224577,55.67764363,1.609437912,219.1392252,4.582575695,11.98775493,4.634728988,8.224431573,0.693147181,8.441175705,1.098612289,6.756932389,0.693147181,9.374667665,2.397895273
84, E33-08F,C,F,PRE,NA, Colin,219352,98607,0,102940,1246,12939,0,38107,0,0,0,23975,0,0,23018,-999,2625,5176,0,151,51,0,133,1,8,0,0,21,0,0,0,0,18,0,0,9,-999,3,6,604,883190,456,758900,15,28194,21,38107,36,66301,-6,-9913,417,689974,160,141100,151,126915,9,14185,939.7824216,11.10197534,167.9136683,2.772588722,195.2127045,4.69041576,375.6341305,12.68857754,356.2527193,12.32882801,9.560010842,2.302585093,0,0,0,151.7201371,2.302585093,71.95137247,1.945910149,195.2127045,4.69041576,12.29843758,5.023880521,7.873217055,1.386294361,0,0,7.128495946,0.693147181,9.468078568,2.197224577
85, E34-03F,C,F,PRE,NA, Colin,179315,104766,0,69002,0,82205,0,9419,1282,0,0,69412,0,0,39590,339004,0,5846,0,120,61,0,104,0,10,0,0,6,0,1,0,0,51,0,0,17,173,0,9,542,817636,387,679222,26,45436,7,10701,33,56137,19,34735,354,623085,165,220619,155,138414,10,82205,904.232824,10.93556822,213.1595646,3.295836866,103.4504712,2.828427125,469.7020332,12.88409873,372.0416643,12.489996,11.31698357,2.397895273,0,0,0,198.9748728,2.890371758,76.46567858,2.302585093,97.05668447,2.645751311,12.09690489,4.795790546,0,0,0,0,0,0,11.31698357,2.397895273
86, E34-04F,C,F,PRE,NA, Colin,254866,48783,0,129584,0,17317,2576,55234,2083,0,14717,44672,0,0,7447,317068,0,5653,0,176,38,0,160,0,16,1,1,26,20,3,0,9,37,0,0,7,-999,0,10,702,882683,505,708427,18,13100,50,59893,68,72993,-32,-46793,428,620717,213,191573,197,174256,16,17317,939.5126396,11.19813252,114.4595999,2.944438979,244.732507,7.141428429,437.6916723,14.62873884,417.4410138,14.07124728,9.759501702,2.833213344,9.596826513,2.302585093,3.044522438,86.30179604,2.079441542,75.19308479,2.397895273,235.0212756,5.196152423,12.44849712,5.176149733,0,0,0,0,0,0,9.759501702,2.833213344
87, E34-05M,C,M,PRE,NA, Colin,222331,87745,936,152364,1506,22252,641,23535,808,0,0,102821,0,0,17641,249890,10464,7066,0,128,41,1,183,2,12,1,0,16,0,1,0,0,56,0,0,7,130,3,9,573,865778,336,620121,16,24707,18,24984,34,49691,-2,-277,299,559966,254,279879,240,256121,14,23758,930.4724606,10.81359923,157.1877858,2.833213344,158.0664417,4.358898944,529.0368607,15.96871942,506.0849731,15.5241747,10.07571669,2.708050201,0,0,0,132.8231907,2.079441542,84.06545069,2.302585093,153.4144713,4.123105626,12.31192704,4.859812404,9.255791635,1.386294361,6.842683282,0.693147181,7.317876199,1.098612289,10.01023211,2.564949357
88, E34-07M,C,M,PRE,NA, Colin,209407,63204,1248,185045,4232,26004,0,65139,0,0,0,75980,0,337,777,252342,888,15397,0,115,29,1,134,5,13,0,0,24,0,0,0,0,39,0,1,1,126,1,20,490,868876,316,607154,21,16174,24,65139,45,81313,-3,-48965,270,524953,193,292846,174,262273,18,30236,932.1357197,11.30607348,127.1809734,3.091042453,255.2253906,5,541.1533978,13.92838828,512.1269374,13.22875656,10.31682162,2.944438979,0,0,0,27.89265136,0.693147181,124.088678,3.044522438,255.2253906,5,12.25203978,4.753590191,6.790097236,0.693147181,7.13009851,0.693147181,8.350666241,1.791759469,10.16604411,2.63905733
89, E34-08F,C,F,PRE,NA, Colin,445810,32869,0,66319,0,6778,0,18024,0,0,0,4677,0,0,0,316149,0,9374,0,166,18,0,77,0,3,0,0,7,0,0,0,0,5,0,0,0,160,0,19,452,893222,370,822226,19,9374,7,18024,26,27398,12,-8650,344,794828,85,77774,82,70996,3,6778,945.1047561,10.2182618,96.82458366,2.995732274,134.2572158,2.828427125,278.8816953,9.273618495,266.4526224,9.110433579,8.821584877,1.386294361,0,0,0,1,0,96.82458366,2.995732274,134.2572158,2.828427125,13.00765037,5.117993812,0,0,0,0,0,0,8.821584877,1.386294361
90, E35-02F,C,F,PRE,NA, Colin,209214,71108,0,90054,0,31080,0,65228,688,0,0,72215,0,0,57440,280650,14830,7397,0,102,40,0,103,0,14,0,0,19,2,1,0,0,34,0,0,11,141,4,11,464,853994,331,706555,22,64837,22,65916,44,130753,0,-1079,283,560972,151,193349,137,162269,14,31080,924.1184989,11.78107297,254.6330693,3.135494216,256.7430622,4.795831523,439.7158173,12.32882801,402.8275065,11.74734012,10.34435198,2.708050201,0,0,1.098612289,239.6685211,2.48490665,86.01162712,2.48490665,255.3996868,4.472135955,12.25111771,4.634728988,9.604474864,1.609437912,0,0,0,0,10.34435198,2.708050201
91, E35-06M,C,M,PRE,NA, Colin,222794,29441,0,158683,4153,41768,0,117536,462,0,0,92199,0,0,7586,203538,16626,5214,1,98,19,0,162,3,17,0,0,25,0,1,0,0,62,0,0,1,110,5,7,486,837453,267,603197,8,12800,26,117998,34,130798,-18,-105198,228,455773,244,296803,224,250882,20,45921,915.1251281,11.78141707,113.1415043,2.197224577,343.5098252,5.196152423,544.79721,15.65247584,500.8822217,15,10.73469958,3.044522438,0,0,0,87.10338685,0.693147181,72.2149569,2.079441542,342.8366958,5.099019514,12.31400735,4.59511985,9.718783159,1.791759469,0,0,8.331827004,1.386294361,10.63990972,2.890371758
92, E35-07M,C,M,PRE,NA, Colin,73437,49269,6047,236839,2486,34573,1975,23907,0,13391,17987,243031,0,0,39189,154011,0,3858,0,67,26,4,-999,3,12,2,2,10,1,0,5,10,151,0,0,15,110,0,7,655,862941,255,377024,24,43047,13,25882,37,68929,11,17165,203,276717,415,-999,400,485917,15,37059,928.9467154,11.14084678,207.4801195,3.218875825,160.8819443,3.741657387,723.1714873,20.39607805,697.0781879,20.02498439,10.5202935,2.772588722,9.797460148,2.397895273,0.693147181,197.9646433,2.772588722,62.12084996,2.079441542,154.62212,3.31662479,11.20419679,4.219507705,0,0,8.707482918,1.609437912,7.818832444,1.386294361,10.45085723,2.564949357
93, E35-08F,C,F,PRE,NA, Colin,212863,29748,23291,156706,0,11347,0,19116,0,0,0,244552,0,0,488,191567,0,10322,0,117,12,9,184,0,6,0,0,11,0,0,0,0,109,0,0,1,138,0,13,594,888653,292,464104,14,10810,11,19116,25,29926,3,-8306,267,434178,308,435896,302,424549,6,11347,942.6844647,10.30651636,103.9759588,2.708050201,138.2642398,3.464101615,660.2249617,17.57839583,651.5750149,17.40689519,9.336796796,1.945910149,0,0,0,22.11334439,0.693147181,101.6021653,2.63905733,138.2642398,3.464101615,12.26840874,4.770684624,0,0,10.05586523,2.302585093,0,0,9.336796796,1.945910149
94, E36-03F,T,F,PRE,NA, Colin,376018,4103,0,177824,0,20353,0,16475,906,0,376,154988,0,1201,0,134793,0,12963,0,178,4,0,217,0,11,0,0,16,1,2,0,1,101,0,2,0,132,0,21,675,879647,355,545634,21,12963,19,17381,40,30344,2,-4418,314,514914,331,354366,318,332812,11,20353,937.8955166,10.32038704,113.8595626,3.091042453,131.8408131,4.472135955,595.2873256,18.22086716,576.8994713,17.8605711,9.921032732,2.48490665,5.932245187,0.693147181,0.693147181,1,0,113.8595626,3.091042453,128.3588719,4.123105626,12.83739495,5.187385806,0,0,0,0,0,0,9.921032732,2.48490665
95, E36-03M,T,M,PRE,NA, Colin,16922,59877,0,226808,25893,57750,39697,4502,8269,46953,167282,98913,0,0,0,144927,0,2207,0,17,49,0,138,13,16,5,13,2,3,7,20,71,46,0,0,0,100,0,2,473,816357,289,490636,15,2207,17,52468,32,54675,-2,-50261,166,221726,213,409364,184,325721,29,83643,903.5253179,10.90918014,46.9893605,2.772588722,229.0611272,4.242640687,639.8163799,14.62873884,570.7205971,13.60147051,11.33432498,3.401197382,12.02744227,4.276666119,1.386294361,1,0,46.9893605,1.098612289,67.10439628,1.732050808,9.736428922,2.890371758,0,0,0,0,10.16176656,2.63905733,10.96389594,2.833213344
96, E36-05M,T,M,PRE,NA, Colin,82179,87728,0,79852,1239,42685,0,32220,406,43914,25468,16766,0,0,64393,-999,0,5481,0,70,53,0,98,2,16,0,8,19,0,1,4,13,18,0,0,32,184,0,9,509,856076,393,759458,49,69874,20,32626,69,102500,29,37248,307,587576,134,140542,116,96618,18,43924,925.2442921,11.53762783,264.3387978,3.912023005,180.629455,4.582575695,374.8906507,11.61895004,310.8359696,10.81665383,10.69023891,2.944438979,10.14521731,2.63905733,0,253.7597289,3.496507561,74.04052944,2.302585093,179.5020891,4.472135955,11.31666724,4.262679877,0,0,0,0,7.122866659,1.098612289,10.66162628,2.833213344
97, E36-06M,T,M,PRE,NA, Colin,195433,87422,323,127741,0,22984,0,81932,0,0,0,47936,0,0,28121,297623,0,10485,0,136,48,1,140,0,11,0,0,40,0,0,0,0,33,0,0,15,180,0,16,609,877016,435,701016,31,38606,40,81932,71,120538,-9,-43326,364,580478,185,198984,174,176000,11,22984,936.4918579,11.69972863,196.4866408,3.465735903,286.2394103,6.403124237,446.0773476,13.6381817,419.5247311,13.22875656,10.04259711,2.48490665,0,0,0,167.6961538,2.772588722,102.4011719,2.833213344,286.2394103,6.403124237,12.18297801,4.919980926,0,0,5.780743516,0.693147181,0,0,10.04259711,2.48490665
98, E36-07M,T,M,PRE,NA, Colin,146667,82198,0,89579,1370,43809,1485,132962,0,0,6885,34730,0,0,31746,321963,5125,1481,0,79,42,0,90,2,7,1,0,19,0,0,0,2,34,0,0,12,140,3,3,422,849696,301,730512,15,33227,20,134447,35,167674,-5,-101220,261,550828,133,169488,124,124309,9,45179,921.7901063,12.02978286,182.2854904,2.772588722,366.6715151,4.582575695,411.6904177,11.5758369,352.5762329,11.18033989,10.71840979,2.302585093,8.837245644,1.098612289,0,178.1768784,2.564949357,38.49675311,1.386294361,364.6409193,4.472135955,11.89592681,4.382026635,8.542080907,1.386294361,0,0,7.22329568,1.098612289,10.68761738,2.079441542
99, E36-08F,T,F,PRE,NA, Colin,238020,48351,17381,189265,5562,37797,0,25742,208,0,653,80560,0,500,4043,235675,2736,13507,0,136,37,11,177,7,20,0,0,11,2,1,0,1,60,0,1,2,146,3,20,605,853905,359,568935,22,17550,14,25950,36,43500,8,-8400,319,522046,276,331065,248,287206,27,43359,924.0703436,10.68053921,132.4801872,3.135494216,161.0931408,3.872983346,575.3833505,16.64331698,535.9169712,15.77973384,10.67729264,3.33220451,6.483107351,0.693147181,1.098612289,63.59245238,1.098612289,116.2239218,3.044522438,160.4462527,3.464101615,12.38011418,4.919980926,7.914617709,1.386294361,9.763190467,2.48490665,8.62389281,2.079441542,10.54001147,3.044522438
100, E37-04M,T,M,PRE,NA, Colin,237426,19148,18086,251301,3290,45705,0,13082,0,0,0,98298,0,0,3415,207455,1584,1210,0,115,13,4,-999,4,27,0,0,7,0,0,0,0,88,0,0,2,118,1,2,562,849421,258,483320,4,4625,7,13082,11,17707,-3,-8457,246,464029,336,416680,305,367685,31,48995,921.6409279,9.781771794,68.01470429,1.609437912,114.3809425,2.828427125,645.5083268,18.35755975,606.3711735,17.49285568,10.79949394,3.465735903,0,0,0,58.44655678,1.098612289,34.79942528,1.098612289,114.3809425,2.828427125,12.37761549,4.753590191,7.368339686,0.693147181,9.802948727,1.609437912,8.098946749,1.609437912,10.72998486,3.33220451
101, E37-05M,T,M,PRE,NA, Colin,183838,22148,6681,309919,58090,42932,0,46204,232,0,0,45268,0,0,650,181030,0,3008,1,97,11,5,167,23,23,0,0,12,0,1,0,0,31,0,0,1,99,0,1,426,798978,223,437110,2,3658,13,46436,15,50094,-11,-42778,208,387016,249,462890,203,361868,46,101022,893.8562524,10.82167648,60.48966854,1.098612289,215.4924593,3.741657387,680.3609336,15.8113883,601.5554837,14.28285686,11.52310349,3.850147602,0,0,0,25.51470164,0.693147181,54.85435261,0.693147181,214.9534833,3.605551275,12.12181565,4.584967479,0,0,8.807172623,1.791759469,10.96976603,3.17805383,10.66739604,3.17805383
102, E37-07M,T,M,PRE,NA, Colin,219993,7151,26323,346315,11343,21108,0,14257,0,0,0,141186,0,0,635,111689,0,0,1,116,8,13,-999,9,9,0,0,10,1,0,0,0,85,0,0,1,91,0,0,545,867549,228,353725,1,635,11,14257,12,14892,-10,-13622,216,338833,335,546275,317,513824,18,32451,931.4236415,9.608646583,25.21904043,0.693147181,119.4068675,3.464101615,739.104864,18.33030278,716.8158759,17.8325545,10.38751735,2.944438979,0,0,0.693147181,25.21904043,0.693147181,1,0,119.4068675,3.31662479,12.30135555,4.762173935,0,0,10.17823635,2.63905733,9.336444249,2.302585093,9.957454769,2.302585093
103, E37-08M,T,M,PRE,NA, Colin,156227,43012,5109,166445,17644,156448,5255,78772,2385,0,0,125822,382,0,4456,-999,42582,4252,0,58,16,4,114,9,27,2,0,20,1,2,0,0,52,1,0,1,54,9,5,330,683326,169,428532,6,8708,25,86412,31,95120,-19,-77704,129,290830,206,471468,170,297376,36,174092,826.6359537,11.46290504,93.32202312,1.945910149,293.9608818,5.099019514,686.6360026,14.38749457,545.3228402,13.07669683,12.06734492,3.610917913,0,0,0.693147181,66.76076692,0.693147181,65.21502894,1.791759469,280.6652811,4.582575695,11.95907176,4.077537444,10.65921039,2.302585093,8.538954683,1.609437912,9.778207736,2.302585093,11.96048536,3.33220451
104, E38-05M,T,M,PRE,NA, Colin,42122,65230,109447,170568,9987,70362,0,70551,0,0,0,278194,0,0,4119,-999,6806,0,0,30,25,33,161,6,11,0,0,18,0,0,0,0,110,0,0,1,56,2,0,434,812845,132,261442,1,4119,18,70551,19,74670,-17,-66432,111,179966,-999,638558,304,558209,17,80349,901.5797247,11.22084708,64.18722614,0.693147181,265.6162646,4.358898944,799.0988675,17.94435844,747.134526,17.4642492,11.29414737,2.890371758,0,0,0,64.18722614,0.693147181,1,0,265.6162646,4.358898944,10.64834919,3.433987204,8.825706773,1.098612289,11.60320483,3.526360525,9.209139651,1.945910149,11.16142284,2.48490665
105, E38-07F,T,F,PRE,NA, Colin,269779,39570,6534,111008,344,25508,0,38506,0,0,756,115133,0,0,1464,279544,0,11854,0,154,42,2,153,1,13,0,0,21,6,0,0,1,68,0,0,1,177,0,26,651,874148,428,641473,27,13318,27,38506,54,51824,0,-25188,373,588893,237,258527,223,232675,14,25852,934.9593574,10.85562794,115.407972,3.33220451,196.2320055,5.291502622,508.4564878,15.42724862,482.365007,14.96662955,10.16018193,2.708050201,6.629363253,0.693147181,1.945910149,38.27531842,0.693147181,108.8806686,3.295836866,196.2320055,4.69041576,12.50536209,5.043425117,0,0,8.784927626,1.098612289,5.843544417,0.693147181,10.14678661,2.63905733
106, E39-03F,T,F,PRE,NA, Colin,267533,119750,0,83890,0,15000,560,66648,1525,0,1006,9360,0,0,26758,297992,0,9978,0,166,52,0,102,0,5,1,0,28,0,2,0,1,10,0,0,12,182,0,18,574,885000,462,791750,30,36736,31,68733,61,105469,-1,-31997,400,685275,117,108250,112,93250,5,15000,940.7449176,11.56618183,191.6689855,3.433987204,262.1716995,5.656854249,329.0151972,10.86278049,305.3702671,10.63014581,9.615872145,1.791759469,6.914730893,0.693147181,0,163.5817838,2.564949357,99.89494482,2.944438979,258.1646761,5.385164807,12.49700194,5.117993812,0,0,0,0,0,0,9.615872145,1.791759469
107, E39-05M,T,M,PRE,NA, Colin,161446,50003,0,205710,0,29916,1342,114050,0,1223,27302,53544,0,0,10235,240661,0,4568,0,98,38,0,176,0,12,1,7,46,0,0,2,6,60,0,0,7,168,0,7,616,870084,380,610830,21,14803,47,115392,68,130195,-26,-100589,304,452110,248,289170,236,259254,12,29916,932.783469,11.77679629,121.6716894,3.091042453,339.6954518,6.92820323,537.7462227,15.77973384,509.1708947,15.39480432,10.30618216,2.564949357,10.21475187,1.945910149,0,101.173119,2.079441542,67.59437846,2.079441542,337.7143764,6.8556546,11.99193219,4.59511985,0,0,0,0,0,0,10.30618216,2.564949357
108, E39-06M,T,M,PRE,NA, Colin,87189,97081,394,118653,0,19635,0,157826,0,1089,6219,130883,0,0,27968,236948,15419,696,0,44,45,1,127,0,4,0,8,37,0,0,1,2,84,0,0,5,109,3,2,465,864946,256,630435,15,28664,37,157826,52,186490,-22,-129162,198,421218,216,269565,212,249930,4,19635,930.0252685,12.13613826,169.3074127,2.772588722,397.2744643,6.164414003,519.1974576,14.73091986,499.9309952,14.59451952,9.885119895,1.609437912,8.735525186,1.098612289,0,167.2393494,1.791759469,26.40075756,1.098612289,397.2744643,6.164414003,11.37584492,3.80666249,9.643420647,1.386294361,5.978885765,0.693147181,0,0,9.885119895,1.609437912
109, E39-07F,T,F,PRE,NA, Colin,319373,30605,0,96054,0,47542,0,25676,0,0,0,77077,0,0,3317,277917,0,22439,0,149,30,0,112,0,21,0,0,8,2,0,0,0,51,0,0,4,163,0,35,554,852458,391,679327,39,25756,10,25676,49,51432,29,80,342,627895,184,220673,163,173131,21,47542,923.2870626,10.84803527,160.4898751,3.688879454,160.2404443,3.31662479,469.7595129,13.60147051,416.0913361,12.80624847,10.76938984,3.091042453,0,0,1.098612289,57.6020833,1.609437912,149.7998665,3.583518938,160.2404443,3,12.67411811,5.010635294,0,0,0,0,0,0,10.76938984,3.091042453
110, E39-08M,T,M,PRE,NA, Colin,135365,43148,1517,185038,7077,29114,0,30014,0,0,0,88504,0,0,172520,187065,15619,5019,1,82,32,1,138,4,9,0,0,13,0,0,0,0,52,0,0,16,114,5,5,454,848190,268,588750,21,177539,13,30014,34,207553,8,-999,229,365578,204,311250,191,275059,13,36191,920.9728552,12.24314683,421.3549573,3.091042453,173.2483766,3.741657387,557.8987363,14.31782106,524.4616287,13.85640646,10.49659338,2.63905733,0,0,0,415.3564734,2.833213344,70.85195834,1.791759469,173.2483766,3.741657387,11.8157375,4.418840608,9.656307423,1.791759469,7.325148958,0.693147181,8.864746661,1.609437912,10.27900878,2.302585093
111, E40-03F,T,F,PRE,NA, Colin,300142,20403,0,155976,0,37817,0,72397,347,0,0,48207,0,0,1982,256666,2498,3565,0,210,14,0,185,0,21,0,0,33,0,1,0,0,47,0,0,3,-999,1,6,698,859685,467,658000,9,5547,34,72744,43,78291,-25,-67197,423,577211,253,242000,232,204183,21,37817,927.1925366,11.26820071,74.4848978,2.302585093,269.7128102,5.916079783,491.9359714,15.93737745,451.8672371,15.26433752,10.54054046,3.091042453,0,0,0,44.53088816,1.386294361,59.71599451,1.945910149,269.0687644,5.830951895,12.61201431,5.351858133,7.823645931,0.693147181,0,0,0,0,10.54054046,3.091042453
112, E40-06M,T,M,PRE,NA, Colin,124697,84178,0,180187,0,74365,2249,59157,0,0,4636,99087,0,0,32544,202540,36035,325,0,58,39,0,129,0,12,2,0,14,0,0,0,5,58,0,0,5,91,7,1,402,789600,222,546361,6,32869,16,61406,22,94275,-10,-28537,188,411415,199,353639,187,279274,12,74365,888.5949583,11.45398193,181.3008549,1.945910149,247.8043583,4.123105626,594.6763826,14.14213562,528.4647576,13.7113092,11.21675413,2.564949357,8.441822884,1.791759469,0,180.4023281,1.791759469,18.05547009,0.693147181,243.2241764,3.872983346,11.73365009,4.077537444,10.49227372,2.079441542,0,0,0,0,11.21675413,2.564949357
113, E40-07F,T,F,PRE,NA, Colin,284391,47960,2446,198680,2255,7887,0,50012,0,0,0,84753,0,0,46416,170985,760,3455,0,128,30,3,158,1,8,0,0,28,1,0,0,0,61,0,0,8,132,1,8,557,889098,336,603979,16,49871,29,50012,45,99883,-13,-141,290,503336,231,296021,222,285879,9,10142,942.9204632,11.51176479,223.3203976,2.833213344,223.6358647,5.477225575,544.0790384,15.23154621,534.6774729,14.93318452,9.224539091,2.302585093,0,0,0.693147181,215.4460489,2.197224577,58.78775383,2.197224577,223.6358647,5.385164807,12.55810885,4.859812404,6.634633358,0.693147181,7.802618063,1.386294361,7.721348613,0.693147181,8.973097896,2.197224577
