,Subject,Treatment,Sex,Gonad,Estrus,Scorer,SniffAnoDur,SniffHeadDur,DigDur,ActiveHDur,InactiveDur,GroomDur,AvoidDur,SubDur,DefenseDur,OpenAggDur,RitAggDur,ActiveVDur,ApproachDur,StereoDur,DomDur,SniffBodyDur,InactiveTogetherDur,FollowDur,StretchEv,SniffAnoEv,SniffHeadEv,DigEv,ActiveHEv,InactiveEv,GroomEv,AvoidEv,AttackDelEv,SubEv,AttackRecEv,DefenseEv,OpenAggEv,RitAggEv,ActiveVEv,ApproachEv,StereoEv,DomEv,SniffBodyEv,InactiveTogetherEv,FollowEv,TotalActivityOccur,TotalActivityDuration,TotalSocialOccur,TotalSocialDuration,AgonisticDeliveredOccur,AgonisticDeliveredDuration,AgonisticReceivedOccur,AgonisticReceivedDuration,AgonisticTotalOccur,AgonisticTotalDuration,DominanceScoreOccur,DominanceScoreDuration,SocialInvestigationOccur,SocialInvestigationDuration,NonSocialOccur,NonSocialDuration,NonSocialLocomotorOccur,NonSocialLocomotorDuration,InactiveNonSocialOccur,InactiveNonSocialDuration,TransTotalActivityDur,TransTotalAgonisticDur,TransAgonisticDeliveredDur,TransAgonisticDeliveredFreq,TransAgonisticReceivedDur,TransAgonisticReceivedFreq,TransNonSocialDur,TransNonSocialFreq,TransActiveNonSocialDur,TransActiveNonSocialFreq,TransInactiveNonSocialDur,TransInactiveNonSocialFreq,TransRitualizedAggressionDur,TransRitualizedAggressionFreq,TransAttacksReceived,TransDominanceDur,TransDominanceFreq,TransFollowDur,TransFollowFreq,TransSubmissiveDur,TransSubmissiveFreq,TransAnogenitalDur,TransAnogenitalFreq,TransSocialInactiveDur,TransSocialInactiveFreq,TransDigDur,TransDigFreq,TransInactiveDur,TransInactiveFreq,TransGroomDur,TransGroomFreq
35, E21-08F,C,F,PRE,NA, Colin,288421,92935,0,82240,0,21051,1240,42793,0,0,0,46066,327,0,17838,290485,0,16604,0,81,27,0,42,0,3,1,0,11,0,0,0,0,18,1,0,4,105,0,21,311,878949,251,750643,25,34442,12,44033,37,78475,13,-9591,214,672168,63,149357,60,128306,3,21051,937.523333,11.27054812,185.5882539,3.258096538,209.8427983,3.605551275,386.4686274,8,358.199665,7.810249676,9.954750846,1.386294361,0,0,0,133.5627193,1.609437912,128.8603896,3.091042453,206.8671071,3.464101615,12.57217996,4.406719247,0,0,0,0,0,0,9.954750846,1.386294361
36, E22-02F,T,F,PRE,NA, Colin,249804,102856,1017,45695,472,62568,4214,11758,0,0,0,50557,0,0,28448,322619,4119,15873,0,78,34,1,45,1,7,1,0,6,0,0,0,0,23,0,0,5,96,1,23,312,832841,244,739691,28,44321,7,15972,35,60293,21,28349,208,675279,77,160309,69,97269,8,63040,912.6017751,11.00698788,210.5279079,3.36729583,126.3843345,2.828427125,400.3873125,8.831760866,311.8813877,8.366600265,11.05154059,2.197224577,0,0,0,168.6683136,1.791759469,125.9920632,3.17805383,108.4389229,2.645751311,12.42843589,4.369447852,8.323608442,0.693147181,6.925595197,0.693147181,6.159095388,0.693147181,11.04402523,2.079441542
37, E22-03M,T,M,PRE,NA, Colin,249063,47213,0,99977,2566,73003,0,14865,0,0,0,110388,287,0,13447,250644,0,38547,4,142,32,0,103,3,29,0,0,4,0,0,0,0,50,1,0,3,144,0,51,534,824431,381,614066,54,51994,4,14865,58,66859,50,37129,323,547207,185,285934,153,210365,32,75569,907.9823787,11.11035616,228.0241215,4.007333185,121.9262072,2.236067977,534.7289033,13.6381817,458.6567344,12.40967365,11.23281466,3.496507561,0,0,0,115.9655121,1.386294361,196.3364459,3.951243719,121.9262072,2.236067977,12.42546517,4.96284463,0,0,0,0,7.850493181,1.386294361,11.19826951,3.401197382
38, E22-04F,T,F,PRE,NA, Colin,325773,38430,0,34468,0,11240,0,57516,0,0,0,13225,0,1713,10821,-999,0,20863,0,135,18,0,26,0,2,0,0,17,0,0,0,0,10,0,1,2,139,0,32,380,888760,343,839354,34,31684,17,57516,51,89200,17,-25832,292,750154,39,60646,36,47693,2,11240,942.7412158,11.39864753,178.002809,3.555348061,239.827021,4.242640687,246.2661162,6.32455532,218.3895602,6.08276253,9.327323087,1.098612289,0,0,0,104.0288422,1.098612289,144.4437607,3.496507561,239.827021,4.242640687,12.69395917,4.912654886,0,0,0,0,0,0,9.327323087,1.098612289
39, E22-09M,T,M,PRE,NA, Colin,187323,-999,608,129488,1691,19525,0,31805,211,0,0,153071,0,0,35486,177075,10341,13218,0,80,23,1,113,1,7,0,0,13,0,1,0,0,62,0,0,8,84,1,22,407,868196,232,595370,30,48704,14,32016,44,80720,16,16688,187,504309,184,304383,176,283167,8,21216,931.7708946,11.29875404,220.6920932,3.433987204,178.9329483,3.872983346,551.7100688,13.60147051,532.1353211,13.3041347,9.962558026,2.197224577,0,0,0,188.3799352,2.197224577,114.9739101,3.135494216,178.3423674,3.741657387,12.14059502,4.394449155,9.243968553,0.693147181,6.411818268,0.693147181,7.43366654,0.693147181,9.87950219,2.079441542
40, E23-04M,T,M,PRE,NA, Colin,181941,58263,6535,168536,0,9377,1823,5075,0,0,905,95281,0,0,61316,305252,0,5696,1,85,46,1,93,0,5,2,0,2,1,0,0,1,30,0,0,16,129,0,10,417,890623,293,620271,26,67012,5,6898,31,73910,21,60114,261,545456,129,279729,124,270352,5,9377,943.7287746,11.21061695,258.8686926,3.295836866,83.06021912,2.449489743,528.8950747,11.40175425,519.9548057,11.18033989,9.1461218,1.791759469,6.809039306,0.693147181,0.693147181,247.6226969,2.833213344,75.47847375,2.397895273,71.24605252,1.732050808,12.11144323,4.454347296,0,0,8.785080637,0.693147181,0,0,9.1461218,1.791759469
41, E23-07M,T,M,PRE,NA, Colin,201195,70161,0,149316,1770,23226,0,5120,0,0,0,115756,0,0,33509,293223,0,6724,0,96,43,0,120,1,13,0,0,2,0,0,0,0,70,0,0,7,135,0,10,483,875004,293,609932,17,40233,2,5120,19,45353,15,35113,274,564579,204,290068,190,265072,14,24996,935.4170193,10.72225365,200.5841469,2.890371758,71.56116265,1.732050808,538.5805418,14.31782106,514.852406,13.82027496,10.1265111,2.708050201,0,0,0,183.0573681,2.079441542,82.00609733,2.397895273,71.56116265,1.732050808,12.21203484,4.574710979,0,0,0,0,7.479299638,0.693147181,10.05307067,2.63905733
42, E23-08F,T,F,PRE,NA, Colin,180781,46940,0,181089,0,9430,0,0,0,0,865,243658,0,0,5122,224187,0,7928,1,112,37,0,146,0,3,0,0,0,0,0,0,1,91,0,0,2,149,0,17,556,890570,319,465823,19,13050,0,0,19,13050,19,13050,299,451908,240,434177,237,424747,3,9430,943.7006941,9.476620038,114.2409734,2.995732274,1,1,658.9218467,15.5241747,651.7269367,15.42724862,9.151757415,1.386294361,6.763884909,0.693147181,0,71.57513535,1.098612289,89.04493248,2.890371758,1,1,12.10504716,4.727387819,0,0,0,0,0,0,9.151757415,1.386294361
43, E23-09F,T,F,PRE,NA, Colin,345781,-999,0,76194,0,26227,0,49602,0,0,0,63292,0,0,24090,173040,3728,8860,1,108,29,0,81,0,7,0,0,13,0,0,0,0,47,0,0,4,93,1,12,388,870013,261,734255,16,32950,13,49602,29,82552,3,-16652,231,647975,135,165713,128,139486,7,26227,932.7454101,11.32119579,181.5241031,2.833213344,222.7173096,3.741657387,407.0798447,11.66190379,373.4795844,11.35781669,10.17458282,2.079441542,0,0,0,155.2127572,1.609437912,94.1328848,2.564949357,222.7173096,3.741657387,12.7535638,4.691347882,8.22389538,0.693147181,0,0,0,0,10.17458282,2.079441542
44, E24-06M,T,M,PRE,NA, Colin,133897,107914,0,156252,7650,102355,5698,1128,2472,82183,30810,47160,0,0,8757,209227,0,4497,3,41,37,0,78,4,18,6,6,1,11,1,14,16,29,0,0,5,81,0,5,334,789995,227,586583,16,13254,19,9298,35,22552,-3,3956,162,451038,129,313417,107,203412,22,110005,888.8171916,10.02362337,115.1303609,2.833213344,96.43132271,4.472135955,559.8374764,11.40175425,451.0133036,10.39230485,11.60829019,3.135494216,10.33562705,2.833213344,2.48490665,93.5841867,1.791759469,67.06713055,1.791759469,33.60059523,1.414213562,11.8048336,3.737669618,0,0,0,0,8.942591637,1.609437912,11.53621221,2.944438979
45, E24-07M,T,M,PRE,NA, Colin,109491,75570,0,135872,9006,23699,30841,4607,0,8586,27428,236532,0,0,29985,199920,0,8463,2,66,47,0,110,4,13,2,6,2,2,0,3,7,71,0,0,18,110,0,10,456,867295,275,494891,34,38448,6,35448,40,73896,28,3000,225,384981,198,405109,181,372404,17,32705,931.2872811,11.21042751,196.0841656,3.555348061,188.2790482,2.645751311,636.4825214,14.10673598,610.2499488,13.49073756,10.39531383,2.890371758,10.21935613,2.079441542,1.098612289,173.1646615,2.944438979,92,2.397895273,67.88225099,1.732050808,11.60360677,4.204692619,0,0,0,0,9.105757332,1.609437912,10.07323033,2.63905733
46, E24-10F,T,F,PRE,NA, Colin,74129,18433,0,110919,399,288449,0,26714,0,0,0,149329,0,0,11427,140808,69346,10047,0,48,12,0,76,1,18,0,0,6,0,0,0,0,56,0,0,1,71,5,11,281,541806,154,350904,12,21474,6,26714,18,48188,6,-5240,131,233370,151,549096,132,260248,19,288848,736.0754037,10.78288606,146.5435089,2.564949357,163.4472392,2.645751311,741.0107961,12.32882801,510.1460575,11.53256259,12.57365934,2.995732274,0,0,0,106.9018241,0.693147181,100.2397127,2.48490665,163.4472392,2.645751311,11.21357559,3.891820298,11.14687817,1.791759469,0,0,5.991464547,0.693147181,12.57227704,2.944438979
47, E24-11F,T,F,PRE,NA, Colin,146369,88602,0,195190,29130,30564,0,29448,4107,0,0,179073,0,0,2140,181361,10585,3431,3,73,32,0,132,15,11,0,0,5,1,1,0,0,72,0,0,1,90,2,5,415,829721,213,466043,6,5571,7,33555,13,39126,-1,-27984,198,416332,230,433957,204,374263,26,59694,910.8907728,10.57456804,74.64583043,1.945910149,183.1829686,2.828427125,658.7548861,15.19868415,611.7711991,14.31782106,10.99700354,3.295836866,0,0,0.693147181,46.27094121,0.693147181,58.58327406,1.791759469,171.6071094,2.449489743,11.89389294,4.304065093,9.267287652,1.098612289,0,0,10.27955818,2.772588722,10.32761084,2.48490665
48, E25-02F,T,F,PRE,NA, Colin,170922,59584,20910,108134,409,8508,0,5436,0,0,440,198666,0,0,1760,312755,849,11627,0,123,52,4,111,1,3,0,0,2,0,0,0,1,85,0,0,1,176,1,21,576,890234,377,563373,22,13387,2,5436,24,18823,20,7951,351,543261,204,336627,200,327710,4,8917,943.5226547,9.84288793,115.7065253,3.135494216,73.73601562,1.732050808,580.1965184,14.31782106,572.460479,14.17744688,9.095826985,1.609437912,6.089044875,0.693147181,0,41.96427052,0.693147181,107.8332045,3.091042453,73.73601562,1.732050808,12.04896844,4.820281566,6.745236349,0.693147181,9.948030615,1.609437912,6.01615716,0.693147181,9.048879706,1.386294361
49, E25-04F,T,F,PRE,NA, Colin,136297,41742,11867,125463,0,14167,0,4511,0,0,4072,227273,0,0,44313,258553,16486,15256,0,65,29,8,89,0,5,0,3,2,0,0,0,3,63,0,0,12,116,1,23,413,869347,254,521230,38,59569,2,4511,40,64080,36,55058,210,436592,165,378770,160,364603,5,14167,932.3883311,11.06790319,244.0696622,3.663561646,67.17142249,1.732050808,615.4437424,12.88409873,603.8244778,12.68857754,9.558741179,1.791759469,8.312135108,1.386294361,0,210.5089072,2.564949357,123.5192293,3.17805383,67.17142249,1.732050808,11.82259894,4.189654742,9.710327471,0.693147181,9.381600981,2.197224577,0,0,9.558741179,1.791759469
50, E25-06M,T,M,PRE,NA, Colin,92404,53365,0,127442,34226,100217,3252,611,1448,0,3535,73323,0,0,119320,275380,5285,10192,0,55,34,0,72,9,13,4,16,1,0,1,0,1,35,0,0,26,116,3,13,374,760272,270,564792,55,129512,6,5311,61,134823,49,-999,205,421149,129,335208,107,200765,22,134443,871.9363509,11.8117255,359.8791464,4.025351691,72.88346863,2.645751311,578.9723655,11.40175425,448.0691911,10.39230485,11.80890303,3.135494216,8.170751424,0.693147181,0,345.4287191,3.295836866,100.9603883,2.63905733,24.73863375,1.414213562,11.43393637,4.025351691,8.572817095,1.386294361,0,0,10.44077009,2.302585093,11.51510309,2.63905733
51, E25-07M,T,M,PRE,NA, Colin,80380,81147,0,152575,565,14660,0,40121,0,0,0,125871,0,0,80680,311443,5798,6760,0,31,49,0,120,1,4,0,1,7,0,0,0,0,81,0,0,10,111,2,5,415,878977,216,606329,16,87440,7,40121,23,127561,9,47319,191,472970,206,293671,201,278446,5,15225,937.5382659,11.7563578,295.7042441,2.833213344,200.3047678,2.828427125,541.9151225,14.38749457,527.6807747,14.2126704,9.630759772,1.791759469,0,0,0,284.0440107,2.397895273,82.22530024,1.791759469,200.3047678,2.828427125,11.29453311,3.465735903,8.665440768,1.098612289,0,0,6.338594078,0.693147181,9.592946186,1.609437912
52, E26-01F,C,F,PRE,NA, Colin,306405,23725,34653,139325,0,21063,0,1591,0,0,0,130984,0,0,16983,218175,0,7096,0,109,18,14,124,0,8,0,1,1,0,0,0,0,72,0,0,5,124,0,11,479,878937,269,573975,17,24079,1,1591,18,25670,16,22488,251,548305,218,326025,210,304962,8,21063,937.5169332,10.15311723,155.1773179,2.890371758,39.89987469,1.414213562,570.986865,14.79864859,552.2345516,14.52583905,9.955320701,2.197224577,0,0,0,130.3226765,1.791759469,84.24369413,2.48490665,39.89987469,1.414213562,12.6326663,4.700480366,0,0,10.45316844,2.708050201,0,0,9.955320701,2.197224577
53, E26-02F,C,F,PRE,NA, Colin,241978,94980,0,81749,0,15440,0,0,0,0,0,73830,0,0,53931,334086,0,4006,0,81,46,0,64,0,5,0,0,0,0,0,0,0,29,0,0,20,126,0,6,372,884560,279,728981,26,57937,0,0,26,57937,26,57937,253,671044,98,171019,93,155579,5,15440,940.5110313,10.96712875,240.7031367,3.295836866,1,1,413.5456444,9.949874371,394.4363066,9.695359715,9.644781588,1.791759469,0,0,0,232.232642,3.044522438,63.30086887,1.945910149,1,1,12.39660622,4.406719247,0,0,0,0,0,0,9.644781588,1.791759469
54, E26-03M,C,M,PRE,NA, Colin,128243,78657,0,135916,0,13899,6833,44229,1608,22161,104387,84305,0,0,881,254770,12539,11572,0,60,44,0,101,0,3,8,6,16,15,1,7,29,51,0,0,1,97,1,12,448,873562,297,665880,19,12453,40,52670,59,65123,-21,-40217,201,461670,155,234120,152,220221,3,13899,934.6459223,11.08404842,111.597491,2.995732274,229.501634,6.403124237,483.8605171,12.489996,469.2781691,12.36931688,9.539644119,1.386294361,11.55587001,3.401197382,2.772588722,29.69848481,0.693147181,107.5778788,2.564949357,210.309296,4.123105626,11.76168998,4.110873864,9.436678814,0.693147181,0,0,0,0,9.539644119,1.386294361
55, E26-05M,C,M,PRE,NA, Colin,76379,27169,0,134967,0,59031,0,79735,0,18678,56093,172162,0,0,21518,206330,46452,1486,0,29,17,0,109,0,16,0,10,12,2,0,7,14,76,0,0,6,73,2,3,358,794517,175,533840,19,23004,14,79735,33,102739,5,-56731,119,309878,201,366160,185,307129,16,59031,891.3573918,11.5399568,151.6739925,2.995732274,282.3756363,3.872983346,605.1123863,14.2126704,554.1931071,13.6381817,10.98583495,2.833213344,10.93478413,2.708050201,1.098612289,146.6935581,1.945910149,38.56163897,1.386294361,282.3756363,3.605551275,11.24347616,3.401197382,10.74619633,1.098612289,0,0,0,0,10.98583495,2.833213344
56, E27-04M,C,M,PRE,NA, Colin,180121,90898,0,108524,5925,22591,0,0,0,9736,27368,78918,0,0,39698,318848,0,16336,0,68,27,0,67,3,3,0,13,0,1,0,6,9,25,0,0,11,88,0,19,334,870447,242,683005,43,56034,1,0,44,56034,42,56034,183,589867,98,215958,92,187442,6,28516,932.9780276,10.93373177,236.7171308,3.784189634,1,1.414213562,464.7138905,9.949874371,432.946879,9.643650761,10.25825568,1.945910149,10.21716627,2.302585093,0.693147181,199.246079,2.48490665,127.8162744,2.995732274,1,1,12.10138968,4.234106505,0,0,0,0,8.687104728,1.386294361,10.02535114,1.386294361
57, E27-05F,C,F,PRE,NA, Colin,375080,40527,1104,116782,7035,29119,0,10196,0,0,0,65165,0,0,0,231544,10787,12661,0,125,13,1,82,5,11,0,0,2,0,0,0,0,30,0,0,0,113,2,22,388,853059,277,680795,22,12661,2,10196,24,22857,20,2465,251,647151,129,219205,113,183051,16,36154,923.6124728,10.03705644,112.5255527,3.135494216,100.9801961,1.732050808,468.1944041,11.40175425,427.8457666,10.67707825,10.49557053,2.833213344,0,0,0,1,0,112.5255527,3.135494216,100.9801961,1.732050808,12.83489728,4.836281907,9.286189684,1.098612289,7.007600614,0.693147181,8.858795106,1.791759469,10.2791805,2.48490665
58, E27-06M,C,M,PRE,NA, Colin,144852,97560,0,145117,1054,20778,9766,15463,5401,18775,8334,58647,536,0,38855,302317,0,32545,0,85,49,0,97,2,11,6,2,8,2,2,2,2,32,1,0,6,126,0,35,455,878168,326,674404,43,71400,18,30630,61,102030,25,40770,261,545265,142,225596,129,203764,13,21832,937.1067175,11.53303197,267.2096555,3.784189634,175.017142,4.358898944,474.9705254,11.95826074,451.4033673,11.40175425,9.991177866,2.63905733,9.028218795,1.098612289,1.098612289,197.1192532,1.945910149,180.4050997,3.583518938,124.3543325,3,11.88347471,4.454347296,0,0,0,0,6.961296046,1.098612289,9.94169814,2.48490665
59, E27-08F,C,F,PRE,NA, Colin,281963,108868,0,58430,0,7604,0,58301,0,0,0,30022,0,0,0,335070,5020,14722,0,158,48,0,64,0,3,0,0,18,3,0,0,0,23,0,0,0,185,1,22,521,887376,435,803944,22,14722,21,58301,43,73023,1,-43579,391,725901,90,96056,87,88452,3,7604,942.0069002,11.19854343,121.3383699,3.135494216,241.4580709,4.69041576,309.9306374,9.539392014,297.4104907,9.38083152,8.936561205,1.386294361,0,0,1.386294361,1,0,121.3383699,3.135494216,241.4580709,4.358898944,12.54953468,5.068904202,8.521384396,0.693147181,0,0,0,0,8.936561205,1.386294361
60, E28-01F,C,F,PRE,NA, Colin,325981,7070,0,145192,5902,28244,0,74241,0,0,0,51998,0,0,2544,226686,13930,18212,0,136,9,0,141,3,13,0,1,20,4,0,0,0,42,0,0,3,131,4,23,510,851924,331,668664,27,20756,24,74241,51,94997,3,-53485,276,559737,199,231336,183,197190,16,34146,922.9978332,11.46161112,144.0728982,3.33220451,272.473852,5,480.9750513,14.14213562,444.0619326,13.56465997,10.43843001,2.833213344,0,0,1.609437912,50.44799302,1.386294361,134.9555482,3.17805383,272.473852,4.582575695,12.69459744,4.919980926,9.541871852,1.609437912,0,0,8.683215975,1.386294361,10.24867173,2.63905733
61, E28-03F,C,F,PRE,NA, Colin,351994,26248,0,121726,0,43762,246,67396,1079,0,0,48915,0,0,488,214357,5893,17896,0,126,15,0,129,0,16,1,0,20,4,2,0,0,33,0,0,1,97,2,27,455,850345,295,685597,28,18384,27,68721,55,87105,1,-50337,238,592599,178,214403,162,170641,16,43762,922.1420715,11.37488105,135.5912977,3.36729583,262.1488127,5.291502622,463.0377954,13.37908816,413.0883683,12.76714533,10.68654399,2.833213344,0,0,1.609437912,22.11334439,0.693147181,133.7796696,3.33220451,259.6093219,4.582575695,12.77137225,4.844187086,8.681690163,1.098612289,0,0,0,0,10.68654399,2.833213344
62, E28-06M,C,M,PRE,NA, Colin,94740,30095,69401,216271,0,15202,5706,5332,208,0,0,297151,0,0,10720,151915,1144,1102,0,51,22,28,194,0,11,3,0,5,0,1,0,0,131,0,0,4,88,1,1,528,882641,176,300962,5,11822,9,11246,14,23068,-4,576,161,276750,-999,-999,353,582823,11,15202,939.4902873,10.046245,108.7336195,1.791759469,106.0518741,3.16227766,773.321408,19.10497317,763.4291061,18.81488772,9.629248056,2.48490665,0,0,0,103.5422619,1.609437912,33.21144381,0.693147181,73.02739212,2.449489743,11.45890213,3.951243719,7.043159916,0.693147181,11.14767096,3.36729583,0,0,9.629248056,2.48490665
63, E28-07F,C,F,PRE,NA, Colin,251645,65232,322,136489,0,14371,0,30023,1408,0,0,87115,0,0,38845,257715,14010,2825,0,125,44,1,129,0,9,0,0,21,4,2,0,0,59,0,0,22,151,2,5,563,871619,376,661703,27,41670,27,31431,54,73101,0,10239,320,574592,198,238297,189,223926,9,14371,933.6059126,11.19961101,204.1347594,3.33220451,177.2907217,5.291502622,488.1577614,14.10673598,473.209256,13.78404875,9.573037148,2.302585093,0,0,1.609437912,197.0938863,3.135494216,53.16013544,1.791759469,173.2743489,4.69041576,12.43577862,4.836281907,9.547598014,1.098612289,5.777652323,0.693147181,0,0,9.573037148,2.302585093
64, E28-08M,C,M,PRE,NA, Colin,217690,67041,0,124308,0,33105,1224,81337,0,0,40253,53672,0,0,13928,255490,6240,5712,0,99,27,0,116,0,15,1,7,21,3,0,0,3,37,0,0,5,119,1,7,445,860655,293,688915,19,19640,25,82561,44,102201,-6,-62921,245,540221,168,211085,153,177980,15,33105,927.7154736,11.53470653,140.1463521,2.995732274,287.3360402,5.099019514,459.4409647,13,421.8779444,12.40967365,10.40746981,2.772588722,10.60296466,1.386294361,1.386294361,118.0211845,1.791759469,75.58438992,2.079441542,285.1981767,4.69041576,12.29083191,4.605170186,8.738895705,0.693147181,0,0,0,0,10.40746981,2.772588722
65, E29-01F,C,F,PRE,NA, Colin,360973,47041,0,55249,0,5665,0,80262,0,0,354,33367,0,0,6058,240429,53997,16605,0,116,23,0,62,0,4,0,0,35,3,0,0,1,21,0,0,1,128,10,22,412,840338,339,805719,23,22663,38,80262,61,102925,-15,-57599,267,648443,87,94281,83,88616,4,5665,916.70006,11.54176556,150.5456741,3.17805383,283.3072537,6.244997998,307.0537412,9.38083152,297.6860763,9.16515139,8.64223868,1.609437912,5.872117789,0.693147181,1.386294361,77.83957862,0.693147181,128.8642697,3.135494216,283.3072537,6,12.79656121,4.762173935,10.89670229,2.397895273,0,0,0,0,8.64223868,1.609437912
66, E29-02F,C,F,PRE,NA, Colin,196728,42423,2292,190273,5513,48257,55,63545,512,0,620,82500,0,0,0,263597,0,3685,0,147,28,1,191,2,19,1,0,29,1,1,0,1,64,0,0,0,188,0,8,660,846230,404,571165,8,3685,32,64112,40,67797,-24,-60427,363,502748,277,328835,256,275065,21,53770,919.9081476,11.12428797,60.71243695,2.197224577,253.2054502,5.744562647,573.4422377,16.673332,524.4673488,16.03121954,10.89248957,3.091042453,6.431331082,0.693147181,0.693147181,1,0,60.71243695,2.197224577,252.0833196,5.477225575,12.18958243,4.997212274,0,0,7.737616283,0.693147181,8.615045592,1.098612289,10.7843169,2.995732274
67, E29-03F,C,F,PRE,NA, Colin,272157,43386,0,112644,1343,83268,0,28916,541,0,0,70519,0,0,8424,268499,2949,7354,0,152,21,0,144,1,14,0,0,19,0,2,0,0,53,0,0,2,151,2,14,558,812440,363,632226,16,15778,21,29457,37,45235,-5,-13679,324,584042,212,267774,197,183163,15,84611,901.355091,10.71964851,125.6144896,2.833213344,171.6333301,4.69041576,517.4698059,14.59451952,427.9766349,14.07124728,11.34583138,2.772588722,0,0,0,91.78779875,1.098612289,85.76129663,2.708050201,170.0499926,4.472135955,12.51413806,5.030437921,7.989560449,1.098612289,0,0,7.203405521,0.693147181,11.32983161,2.708050201
68, E29-07M,C,M,PRE,NA, Colin,171777,97175,0,168090,0,28152,1280,48447,0,0,0,95355,0,0,65475,216269,3995,3807,0,102,53,0,179,0,13,1,2,26,0,0,0,0,65,0,0,16,134,3,5,583,867675,342,608225,23,69282,27,49727,50,119009,-4,19555,289,485221,257,291597,244,263445,13,28152,931.4912775,11.6869628,263.2166408,3.17805383,222.9977578,5.291502622,539.9981481,16.0623784,513.2699095,15.65247584,10.2454092,2.63905733,0,0,0,255.8827857,2.833213344,61.70899448,1.791759469,220.1090639,5.196152423,12.05395822,4.634728988,8.29304914,1.386294361,0,0,0,0,10.2454092,2.63905733
69, E30-04M,C,M,PRE,NA, Colin,149678,49610,4057,172597,97185,13455,0,65034,1240,0,1902,84172,0,0,25150,219603,10121,6196,0,75,23,1,110,27,6,0,9,15,0,1,0,2,49,0,0,6,87,5,7,385,779239,230,528534,22,31346,16,66274,38,97620,6,-34928,185,418891,193,371466,160,260826,33,110640,882.7457165,11.48884791,177.0508402,3.135494216,257.4393132,4.123105626,609.4809267,13.92838828,510.7122477,12.68857754,11.614046,3.526360525,7.551186867,1.098612289,0,158.5906681,1.945910149,78.72102642,2.079441542,255.0196071,4,11.91624828,4.33073334,9.222466552,1.791759469,8.30844552,0.693147181,11.48438195,3.33220451,9.507180382,1.945910149
70, E30-05M,C,M,PRE,NA, Colin,158882,80012,23425,120467,1657,11248,1241,97481,1527,0,2440,68441,0,0,28346,212982,90486,1365,0,78,38,7,98,2,3,2,2,22,2,2,0,1,45,0,0,6,108,11,2,413,796609,274,674762,10,29711,28,100249,38,129960,-18,-70538,224,451876,155,225238,150,212333,5,12905,892.5301115,11.77498968,172.3716914,2.397895273,316.622804,5.385164807,474.5935103,12.489996,460.7971354,12.28820573,9.465447598,1.791759469,7.80016307,0.693147181,1.098612289,168.3656735,1.945910149,36.95943723,1.098612289,312.2210755,4.795831523,11.97592336,4.369447852,11.41296147,2.48490665,10.0616018,2.079441542,7.413367336,1.098612289,9.328034515,1.386294361
71, E30-06F,C,F,PRE,NA, Colin,215762,26506,0,126526,9791,26772,0,29153,0,0,0,76266,0,0,0,211238,167789,10197,0,63,15,0,96,7,16,0,0,12,1,0,0,0,44,0,0,0,81,9,11,323,695648,192,660645,11,10197,13,29153,24,39350,-2,-18956,159,453506,163,239355,140,202792,23,36563,834.0557535,10.58027667,100.9851474,2.48490665,170.7454245,3.741657387,489.2402273,12.80624847,450.3254379,11.87434209,10.50681943,3.17805383,0,0,0.693147181,1,0,100.9851474,2.48490665,170.7454245,3.605551275,12.28193586,4.158883083,12.03046848,2.302585093,0,0,9.189321005,2.079441542,10.1951492,2.833213344
72, E30-07M,C,M,PRE,NA, Colin,162154,109076,0,126867,503,42974,0,79369,0,0,0,69598,0,1102,42657,183673,79728,2299,0,102,55,0,145,1,8,0,1,34,0,0,0,0,54,0,1,13,146,3,2,553,776795,356,658956,16,44956,34,79369,50,124325,-18,-34413,303,454903,209,241044,199,196465,9,43477,881.3603122,11.73066243,212.0306582,2.833213344,281.726818,5.916079783,490.9633388,14.49137675,443.2448533,14.14213562,10.68001034,2.302585093,0,0,0,206.5381321,2.63905733,47.95831523,1.098612289,281.726818,5.916079783,11.99630795,4.634728988,11.28638866,1.386294361,0,0,6.222576268,0.693147181,10.66837383,2.197224577
73, E31-01F,C,F,PRE,NA, Colin,192953,40951,5778,140664,871,34062,0,123886,312,0,0,140424,0,0,0,200945,13611,5543,0,81,22,2,133,1,10,0,0,33,1,1,0,0,86,0,0,0,115,5,7,481,851456,265,578201,7,5543,35,124198,42,129741,-28,-118655,218,434849,232,321799,221,286866,11,34933,922.7442766,11.77330314,74.45804188,2.079441542,352.418785,6,567.2741841,15.26433752,535.5996639,14.89966443,10.46121585,2.48490665,0,0,0.693147181,1,0,74.45804188,2.079441542,351.9758514,5.830951895,12.1702071,4.406719247,9.518707036,1.791759469,8.661985936,1.098612289,6.770789424,0.693147181,10.43596703,2.397895273
74, E31-02F,C,F,PRE,NA, Colin,338048,53442,0,91358,0,63429,0,35884,0,0,7843,44261,0,0,0,249431,3953,12351,0,96,16,0,84,0,15,0,0,12,0,0,0,1,23,0,0,0,104,1,17,353,832618,247,700952,17,12351,12,35884,29,48235,5,-23533,216,640921,122,199048,107,135619,15,63429,912.4795888,10.78386091,111.1395519,2.890371758,189.4333656,3.605551275,446.1490782,11.09053651,368.2662081,10.39230485,11.05769221,2.772588722,8.967504187,0.693147181,0,1,0,111.1395519,2.890371758,189.4333656,3.605551275,12.73094613,4.574710979,8.282483004,0.693147181,0,0,0,0,11.05769221,2.772588722
