Subject,Treatment,Sex,Gonad,Estrus,Scorer,SniffAnoDur,SniffHeadDur,DigDur,ActiveHDur,InactiveDur,GroomDur,AvoidDur,SubDur,DefenseDur,OpenAggDur,RitAggDur,ActiveVDur,ApproachDur,StereoDur,DomDur,SniffBodyDur,InactiveTogetherDur,FollowDur,StretchEv,SniffAnoEv,SniffHeadEv,DigEv,ActiveHEv,InactiveEv,GroomEv,AvoidEv,AttackDelEv,SubEv,AttackRecEv,DefenseEv,OpenAggEv,RitAggEv,ActiveVEv,ApproachEv,StereoEv,DomEv,SniffBodyEv,InactiveTogetherEv,FollowEv,TotalActivityOccur,TotalActivityDuration,TotalSocialOccur,TotalSocialDuration,AgonisticDeliveredOccur,AgonisticDeliveredDuration,AgonisticReceivedOccur,AgonisticReceivedDuration,AgonisticTotalOccur,AgonisticTotalDuration,DominanceScoreOccur,DominanceScoreDuration,SocialInvestigationOccur,SocialInvestigationDuration,NonSocialOccur,NonSocialDuration,NonSocialLocomotorOccur,NonSocialLocomotorDuration,InactiveNonSocialOccur,InactiveNonSocialDuration,TransTotalActivityDur,TransTotalAgonisticDur,TransAgonisticDeliveredDur,TransAgonisticDeliveredFreq,TransAgonisticReceivedDur,TransAgonisticReceivedFreq,TransNonSocialDur,TransNonSocialFreq,TransActiveNonSocialDur,TransActiveNonSocialFreq,TransInactiveNonSocialDur,TransInactiveNonSocialFreq,TransRitualizedAggressionDur,TransRitualizedAggressionFreq,TransAttacksReceived,TransDominanceDur,TransDominanceFreq,TransFollowDur,TransFollowFreq,TransSubmissiveDur,TransSubmissiveFreq,TransAnogenitalDur,TransAnogenitalFreq,TransSocialInactiveDur,TransSocialInactiveFreq,TransDigDur,TransDigFreq,TransInactiveDur,TransInactiveFreq,TransGroomDur,TransGroomFreq
 E40-08M,T,M,GDX,NA, Colin,99613,116252,1008,101088,19964,45480,0,19996,0,0,0,100092,0,0,88415,277055,26071,4966,0,47,50,1,91,12,15,0,0,10,0,0,0,0,51,0,0,25,116,10,5,396,808485,263,632368,30,93381,10,19996,40,113377,20,73385,213,492920,170,267632,143,202188,27,65444,899.1584955,11.63848265,305.5846855,3.433987204,141.4107492,3.31662479,517.3325816,13.07669683,449.6543117,12,11.08896537,3.33220451,0,0,0,297.3482806,3.258096538,70.47694659,1.791759469,141.4107492,3.31662479,11.509058,3.871201011,10.16861722,2.397895273,6.91671502,0.693147181,9.901736019,2.564949357,10.72504994,2.772588722
 E40-09M,T,M,SHAM,NA, Colin,86678,193530,3644,89854,0,2017,0,9735,0,0,0,179859,0,0,140859,188038,0,5786,0,39,71,2,93,0,3,0,0,2,0,0,0,0,79,0,0,35,107,0,10,438,897983,264,624626,45,146645,2,9735,47,156380,43,136910,217,468246,177,275374,174,273357,3,2017,947.6201771,11.96005062,382.9438601,3.828641396,98.67117107,1.732050808,524.7618507,13.34166406,522.8364945,13.22875656,7.609862201,1.386294361,0,0,0,375.3132025,3.583518938,76.072334,2.397895273,98.67117107,1.732050808,11.36996692,3.688879454,0,0,8.201111644,1.098612289,0,0,7.609862201,1.386294361
 E41-03F,T,F,REP,NA, Colin,228672,63458,0,35227,1424,3258,0,204135,0,0,0,5302,0,0,29279,324431,0,4814,0,106,28,0,60,1,3,0,0,33,0,0,0,0,8,0,0,5,136,0,10,386,895318,318,854789,15,34093,33,204135,48,238228,-18,-170042,270,616561,72,45211,68,40529,4,4682,946.2129781,12.38098767,184.6456065,2.772588722,451.8141211,5.830951895,212.631136,8.544003745,201.3206398,8.306623863,8.451694209,1.609437912,0,0,0,171.1139971,1.791759469,69.39020104,2.397895273,451.8141211,5.830951895,12.34004831,4.672828834,0,0,0,0,7.261927093,0.693147181,8.089175679,1.386294361
 E41-05M,T,M,GDX,NA, Colin,136548,169413,440,72303,973,15531,0,4142,0,1047,33882,27296,0,0,35408,393871,0,9146,0,78,83,1,96,2,5,0,21,4,1,0,1,12,19,0,0,19,174,0,16,525,883496,409,783457,56,44554,5,4142,61,48696,51,40412,335,699832,123,116543,116,100039,7,16504,939.9452112,10.79337271,211.0805533,4.043051268,64.36614017,2.449489743,341.3854127,11.13552873,316.2910052,10.81665383,9.711418644,2.079441542,10.43066869,2.564949357,0.693147181,188.1727929,2.995732274,95.63994981,2.833213344,64.36614017,2.236067977,11.8244388,4.369447852,0,0,6.089044875,0.693147181,6.881411304,1.098612289,9.650657691,1.791759469
 E41-07M,T,M,GDX,NA, Colin,141555,139645,0,96008,656,15528,0,82804,0,0,1443,77428,0,0,26808,276676,35615,5834,0,80,57,0,93,1,8,0,0,22,0,0,0,1,40,0,0,14,117,9,5,429,848201,305,710380,19,32642,22,82804,41,115446,-3,-50162,254,557876,142,189620,133,173436,9,16184,920.9788271,11.65656683,180.6737391,2.995732274,287.7585794,4.795831523,435.4549345,11.95826074,416.4576809,11.5758369,9.691840166,2.302585093,7.275172319,0.693147181,0,163.7345413,2.708050201,76.3871717,1.791759469,287.7585794,4.795831523,11.86045068,4.394449155,10.48055025,2.302585093,0,0,6.487684018,0.693147181,9.650464523,2.197224577
 E41-08F,T,F,GDX,NA, Colin,161846,86711,0,105500,0,25589,0,24744,0,0,0,130821,0,0,69461,292378,0,2950,0,110,48,0,122,0,13,0,0,16,0,0,0,0,59,0,0,27,167,0,6,555,874411,374,638090,33,72411,16,24744,49,97155,17,47667,325,540935,194,261910,181,236321,13,25589,935.0999947,11.48407321,269.0947788,3.526360525,157.3054354,4.123105626,511.7724104,13.96424004,486.1296123,13.49073756,10.14995693,2.63905733,0,0,0,263.5564456,3.33220451,54.32310742,1.945910149,157.3054354,4.123105626,11.99440672,4.709530201,0,0,0,0,0,0,10.14995693,2.63905733
 E42-05M,T,M,SHAM,NA, Colin,104580,180713,1968,100635,0,2394,0,62373,736,0,0,181121,0,0,24695,214193,21755,4837,0,64,73,1,107,0,4,0,0,29,0,1,0,0,77,0,0,14,139,7,9,514,875851,336,613882,23,29532,30,63109,53,92641,-7,-33577,276,499486,189,286118,185,283724,4,2394,935.869649,11.43649788,171.8516802,3.17805383,251.2170376,5.567764363,534.9009254,13.78404875,532.6584271,13.6381817,7.78113851,1.609437912,0,0,0,157.1496102,2.708050201,69.55573305,2.302585093,249.7478729,5.477225575,11.55771717,4.17438727,9.987644861,2.079441542,7.585281079,0.693147181,0,0,7.78113851,1.609437912
 E42-06M,T,M,GDX,NA, Colin,113707,41087,616,99650,10821,35726,0,136746,0,0,0,247383,0,0,66800,140559,3307,3598,0,52,24,1,90,7,14,0,0,27,0,0,0,0,70,0,0,11,84,1,6,365,850146,205,505804,17,70398,27,136746,44,207144,-10,-66348,160,295353,182,394196,161,347649,21,46547,922.0341642,12.24117431,265.3280988,2.890371758,369.7931854,5.291502622,627.851097,13.52774926,589.6185207,12.72792206,10.74823932,3.091042453,0,0,0,258.4588942,2.48490665,59.99166609,1.945910149,369.7931854,5.291502622,11.64138904,3.970291914,8.104099056,0.693147181,6.424869024,0.693147181,9.289336378,2.079441542,10.48366198,2.708050201
 E42-07M,T,M,REP,NA, Colin,193217,105659,5232,152671,0,15996,0,97963,0,0,0,85160,0,0,38246,200298,0,5558,0,120,67,1,170,0,7,0,1,61,0,0,0,0,51,0,0,16,181,0,11,679,884004,457,640941,28,43804,61,97963,89,141767,-33,-54159,368,499174,229,259059,222,243063,7,15996,940.2154009,11.8619472,209.2964405,3.36729583,312.9920127,7.874007874,508.9793709,15.16575089,493.0152127,14.93318452,9.680156484,2.079441542,0,0,0,195.5684024,2.833213344,74.55870171,2.48490665,312.9920127,7.874007874,12.17157436,4.795790546,0,0,8.562740006,0.693147181,0,0,9.680156484,2.079441542
 E42-08F,T,F,REP,NA, Colin,71608,215633,0,23709,0,12973,0,313538,535,0,0,19771,0,0,49521,184358,4366,3988,0,42,71,0,29,0,8,0,0,37,0,1,0,0,15,0,0,20,107,1,6,328,882661,285,843547,26,53509,38,314073,64,367582,-12,-999,220,471599,52,56453,44,43480,8,12973,939.5009313,12.81470442,231.322286,3.295836866,560.4230545,6.244997998,237.600505,7.280109889,208.5209822,6.708203932,9.470702634,2.197224577,0,0,0,222.5353904,3.044522438,63.1585307,1.945910149,559.9455331,6.164414003,11.17897604,3.761200116,8.381831553,0.693147181,0,0,0,0,9.470702634,2.197224577
 E43-03M,T,M,SHAM,NA, Colin,68123,83504,20593,156962,0,292779,0,19787,0,0,1408,97382,0,0,17012,126667,12315,3468,0,48,58,10,147,0,64,0,3,12,0,0,0,1,51,0,0,11,99,2,4,444,594906,238,332284,18,20480,12,19787,30,40267,6,693,205,278294,272,567716,208,274937,64,292779,771.3021457,10.60331239,143.1118444,2.944438979,140.6698262,3.605551275,753.4699729,16.52271164,524.3453061,14.45683229,12.58717675,4.17438727,7.250635512,0.693147181,0,130.4338913,2.48490665,58.89821729,1.609437912,140.6698262,3.605551275,11.12908485,3.891820298,9.418654509,1.098612289,9.93275505,2.397895273,0,0,12.58717675,4.17438727
 E43-04M,T,M,REP,NA, Colin,143279,144851,0,148308,0,29792,0,14091,0,0,26496,112151,0,0,13997,260904,0,6131,0,85,50,0,150,0,18,0,6,11,4,0,0,3,66,0,0,8,118,0,15,516,870208,300,609749,29,20128,15,14091,44,34219,14,6037,253,549034,234,290251,216,260459,18,29792,932.8499343,10.44056555,141.876707,3.401197382,118.70973,4,538.750406,15.32970972,510.3528191,14.73091986,10.30202875,2.944438979,10.1847868,1.386294361,1.609437912,118.3131438,2.197224577,78.3070878,2.772588722,118.70973,3.464101615,11.87255604,4.454347296,0,0,0,0,0,0,10.30202875,2.944438979
 E43-05M,T,M,SHAM,NA, Colin,55637,109911,2870,201845,0,108799,0,0,0,2016,46739,278886,0,0,8861,73703,0,10733,0,27,68,2,-999,0,34,0,41,0,0,0,2,29,-999,0,0,7,55,0,6,580,791201,235,307600,54,19594,0,0,54,19594,54,19594,150,239251,379,592400,345,483601,34,108799,889.4953626,9.883029711,139.9821417,4.007333185,1,1,769.6759058,-999,695.414984,18.60107524,11.59726661,3.555348061,10.75235561,3.401197382,0,94.13819629,2.079441542,103.6050192,1.945910149,1,1,10.9266217,3.33220451,0,0,7.96241568,1.098612289,0,0,11.59726661,3.555348061
 E43-07M,T,M,GDX,NA, Colin,227091,85332,0,93396,3776,7383,408,37904,0,0,0,43482,0,0,115396,265243,7400,13189,0,104,39,0,74,3,5,1,0,20,0,0,0,0,16,0,0,27,137,1,18,436,881441,347,751963,45,128585,21,38312,66,166897,24,90273,280,577666,98,148037,90,136878,8,11159,938.8514259,12.02513813,358.5889011,3.828641396,195.7370685,4.69041576,384.7570662,9.949874371,369.9716205,9.539392014,9.320091236,2.197224577,0,0,0,339.7013394,3.33220451,114.8477253,2.944438979,194.6920646,4.582575695,12.3331105,4.65396035,8.909370405,0.693147181,0,0,8.236685323,1.386294361,8.907070776,1.791759469
 E43-08F,T,F,GDX,NA, Colin,143934,228969,0,45309,0,2206,0,58681,688,0,786,16980,0,808,80100,316618,0,4921,0,66,69,0,53,0,2,0,0,18,0,1,0,1,12,0,1,15,132,0,8,376,897794,310,834697,23,85021,19,59369,42,144390,4,25652,267,689521,68,65303,65,62289,2,2206,947.5204483,11.88028018,291.585322,3.17805383,243.6595986,4.472135955,255.5464733,8.306623863,249.5796466,8.124038405,7.699389406,1.098612289,6.668228248,0.693147181,0,283.0212006,2.772588722,70.15696687,2.197224577,242.243679,4.358898944,11.87711709,4.204692619,0,0,0,0,0,0,7.699389406,1.098612289
 E44-01F,C,F,REP,NA, Colin,222177,69362,0,28839,1313,19461,0,119288,0,0,0,25911,0,0,23877,383554,0,6218,0,119,42,0,29,1,5,0,0,58,0,0,0,0,11,0,0,7,168,0,13,447,879226,407,824476,20,30095,58,119288,78,149383,-38,-89193,329,675093,46,75524,40,54750,6,20774,937.6710511,11.91427545,173.4819875,3.044522438,345.3823968,7.681145748,274.8181217,6.8556546,233.989316,6.403124237,9.94150562,1.945910149,0,0,0,154.5250789,2.079441542,78.86063657,2.63905733,345.3823968,7.681145748,12.31123414,4.787491743,0,0,0,0,7.180831199,0.693147181,9.876219125,1.791759469
 E44-02F,C,F,REP,NA, Colin,75552,167327,0,27896,0,72124,0,120961,0,0,0,5891,0,0,34019,391287,0,4943,0,53,81,0,28,0,12,0,0,44,0,0,0,0,7,0,0,17,156,0,7,393,827876,358,794089,24,38962,44,120961,68,159923,-20,-81999,290,634166,47,105911,35,33787,12,72124,909.8774643,11.98245398,197.390476,3.218875825,347.7959172,6.708203932,325.4412389,6.92820323,183.8151245,6,11.186156,2.564949357,0,0,0,184.4451138,2.890371758,70.31358332,2.079441542,347.7959172,6.708203932,11.23258968,3.988984047,0,0,0,0,0,0,11.186156,2.564949357
 E44-04M,C,M,GDX,NA, Colin,145413,97289,0,120434,0,38088,0,140430,0,0,0,42203,0,0,27053,287351,0,1739,0,121,85,0,129,0,21,0,0,55,0,0,0,0,37,0,0,9,206,0,4,646,861912,480,699275,13,28792,55,140430,68,169222,-42,-111638,412,530053,187,200725,166,162637,21,38088,928.3926971,12.03897265,169.6850023,2.63905733,374.7412441,7.483314774,448.0245529,13.7113092,403.284019,12.92284798,10.54768081,3.091042453,0,0,0,164.4810019,2.302585093,41.71330723,1.609437912,374.7412441,7.483314774,11.88734013,4.804021045,0,0,0,0,0,0,10.54768081,3.091042453
 E44-05M,C,M,GDX,NA, Colin,137417,66346,17025,172679,7962,46886,0,42272,0,0,0,165205,0,0,0,225782,0,18426,0,91,47,11,150,4,31,0,0,22,0,0,0,0,64,0,0,0,118,0,24,527,845152,302,490243,24,18426,22,42272,46,60698,2,-23846,256,429545,260,409757,225,354909,35,54848,919.3220328,11.0136825,135.7460865,3.218875825,205.6039883,4.795831523,640.1234256,16.15549442,595.7432333,15.03329638,10.91233923,3.583518938,0,0,0,1,0,135.7460865,3.218875825,205.6039883,4.795831523,11.83078265,4.521788577,0,0,9.742496866,2.48490665,8.982561092,1.609437912,10.75549573,3.465735903
 E45-01F,C,F,REP,NA, Colin,320817,47760,0,35806,965,15968,0,173116,0,0,0,62096,0,0,1114,229855,2220,10283,0,161,32,0,41,2,2,0,0,72,0,0,0,0,31,0,0,2,176,1,14,529,880847,458,785165,16,11397,72,173116,88,184513,-56,-161719,369,598432,76,114835,72,97902,4,16933,938.5350286,12.12548062,106.7614163,2.833213344,416.0733108,8.544003745,338.8746081,8.774964387,312.8945509,8.544003745,9.737078714,1.609437912,0,0,0,33.39161571,1.098612289,101.4100587,2.708050201,416.0733108,8.544003745,12.67862926,5.087596335,7.705712824,0.693147181,0,0,6.873163834,1.098612289,9.678404622,1.098612289
 E45-03M,C,M,SHAM,NA, Colin,113821,96996,1488,137841,20950,47977,0,18613,0,0,0,221750,0,0,27119,212061,0,1384,0,71,55,1,126,5,18,0,0,11,0,0,0,0,103,0,0,13,120,0,3,503,831073,273,469994,16,28503,11,18613,27,47116,5,9890,246,422878,253,430006,230,361079,23,68927,911.6326014,10.76038915,168.8312767,2.833213344,136.4331338,3.464101615,655.7491899,15.93737745,600.899326,15.19868415,11.14081776,3.17805383,0,0,0,164.6815108,2.63905733,37.21558813,1.386294361,136.4331338,3.464101615,11.6423911,4.276666119,0,0,7.305860033,0.693147181,9.949941657,1.791759469,10.77849785,2.944438979
 E45-04M,C,M,GDX,NA, Colin,91763,97852,0,133608,30684,63713,0,143758,0,0,0,116739,0,0,3469,206892,4553,6969,0,45,48,0,102,20,25,0,0,42,0,0,0,0,55,0,0,2,95,1,9,398,801050,242,555256,11,10438,42,143758,53,154196,-31,-133320,188,396507,202,344744,157,250347,45,94397,895.014525,11.94598628,102.1714246,2.48490665,379.1556409,6.557438524,587.1498957,14.24780685,500.347879,12.56980509,11.45527517,3.828641396,0,0,0,58.9067059,1.098612289,83.48652586,2.302585093,379.1556409,6.557438524,11.42697534,3.828641396,8.423761247,0.693147181,0,0,10.33152921,3.044522438,11.0621596,3.258096538
 E45-05M,C,M,REP,NA, Colin,99336,123049,0,70458,17217,27731,0,74857,0,1288,4545,115730,0,0,69763,261485,29711,4830,0,61,53,0,63,6,9,0,18,28,0,0,1,3,51,0,0,17,114,4,9,418,825341,308,668864,44,74593,28,74857,72,149450,16,-264,228,483870,129,231136,114,186188,15,44948,908.4833515,11.91472386,273.1190217,3.80666249,273.6019006,5.385164807,480.7670954,11.40175425,431.4962341,10.72380529,10.71328379,2.772588722,8.422003004,1.386294361,0,264.1287565,2.890371758,69.50539547,2.302585093,273.6019006,5.385164807,11.50627339,4.127134385,10.29930628,1.609437912,0,0,9.753710627,1.945910149,10.23034226,2.302585093
 E46-01F,C,F,SHAM,P, Colin,113700,83501,9223,52479,1830,27235,0,170074,0,0,0,59558,0,0,21197,354991,0,6212,0,57,44,4,51,1,10,0,0,22,0,0,0,0,28,0,0,11,107,0,10,334,870935,251,749675,21,27409,22,170074,43,197483,-1,-142665,208,552192,94,150325,83,121260,11,29065,933.2395191,12.19341285,165.5596569,3.091042453,412.4015034,4.795831523,387.7189704,9.746794345,348.2255017,9.16515139,10.27732439,2.48490665,0,0,0,145.5953296,2.48490665,78.8225856,2.397895273,412.4015034,4.795831523,11.64132747,4.060443011,0,0,9.129564062,1.609437912,7.512617545,0.693147181,10.21229491,2.397895273
 E46-02F,C,F,GDX,NA, Colin,219607,42770,6701,64294,0,12191,0,203455,0,0,610,82587,0,1106,45741,217193,447,3298,0,122,23,6,79,0,8,0,0,54,0,0,0,1,46,0,1,9,139,1,8,488,887362,357,733121,17,49039,54,203455,71,252494,-37,-154416,284,479570,140,166879,131,153582,8,12191,941.9994692,12.43914673,221.4497686,2.890371758,451.0609715,7.416198487,408.5094858,11.87434209,391.8966701,11.48912529,9.408535278,2.197224577,6.415096959,0.693147181,0,213.8737946,2.302585093,57.43692192,2.197224577,451.0609715,7.416198487,12.29959942,4.812184355,6.104793232,0.693147181,8.810161268,1.945910149,0,0,9.408535278,2.197224577
 E46-03F,C,F,REP,NA, Colin,488294,16919,0,28588,1047,1308,0,51572,0,0,0,10663,0,1535,763,294988,0,4323,0,187,13,0,28,2,2,0,0,26,2,0,0,0,3,0,2,2,185,0,10,458,897645,425,856859,12,5086,28,51572,40,56658,-16,-46486,385,800201,37,43141,31,39251,4,2355,947.4418188,10.94480612,71.323208,2.564949357,227.0968956,5.385164807,207.7065237,6.164414003,198.121175,5.656854249,7.764720545,1.609437912,0,0,1.098612289,27.64054992,1.098612289,65.75712889,2.397895273,227.0968956,5.196152423,13.09867501,5.236441963,0,0,0,0,6.954638865,1.098612289,7.177018766,1.098612289
 E46-04F,C,F,REP,NA, Colin,148024,68893,0,107377,910,127235,0,112403,0,0,0,69558,0,0,5801,255102,0,4697,1,94,44,0,112,1,34,0,0,16,0,0,0,0,40,0,0,4,148,0,12,471,771855,319,594920,16,10498,16,112403,32,122901,0,-101905,287,472019,187,305080,152,176935,35,128145,878.5533564,11.71914257,102.464628,2.833213344,335.2670577,4.123105626,552.3413799,13.7113092,420.6376113,12.36931688,11.76092552,3.583518938,0,0,0,76.17086057,1.609437912,68.54195795,2.564949357,335.2670577,4.123105626,11.90513646,4.553876892,0,0,0,0,6.814542897,0.693147181,11.75379891,3.555348061
 E46-09M,C,M,REP,NA, Colin,126581,118820,480,121249,2192,35689,10,21991,512,3852,88931,72992,0,0,70633,232066,0,4002,0,76,58,1,95,1,22,1,24,12,0,1,4,17,45,0,0,25,149,0,7,515,862119,374,667398,56,74635,14,22513,70,97148,42,52122,283,477467,164,232602,141,194721,23,37881,928.5041734,11.48400116,273.1959004,4.043051268,150.0466594,3.872983346,482.2893322,12.84523258,441.273158,11.91637529,10.54223134,3.17805383,11.39562731,2.890371758,0,265.7705778,3.258096538,63.26926584,2.079441542,148.2969993,3.605551275,11.7486456,4.343805422,0,0,6.17586727,0.693147181,7.693025748,0.693147181,10.48262582,3.135494216
 E47-04M,C,M,SHAM,NA, Colin,100527,92729,16015,177480,0,34770,0,28791,0,0,0,267061,0,0,14600,160635,0,7392,0,69,58,4,165,0,16,0,0,18,0,0,0,0,-999,0,0,4,114,0,8,570,865230,271,404674,12,21992,18,28791,30,50783,-6,-6799,241,353891,315,495326,299,460556,16,34770,930.17794,10.83533662,148.3003709,2.564949357,169.6820556,4.358898944,703.7947144,17.77638883,678.6434999,17.32050808,10.45653899,2.833213344,0,0,0,120.8345977,1.609437912,85.98255637,2.197224577,169.6820556,4.358898944,11.51819157,4.248495242,0,0,9.681343502,1.609437912,0,0,10.45653899,2.833213344
 E47-05M,C,M,GDX,NA, Colin,80339,72124,0,183525,81087,40777,0,62488,409,0,0,190803,0,0,6516,162244,13370,6318,0,55,38,0,157,24,21,0,0,24,0,1,0,0,92,0,0,3,83,3,7,460,764766,214,403808,10,12834,25,62897,35,75731,-15,-50063,176,314707,294,496192,249,374328,45,121864,874.5095768,11.23495607,113.291659,2.397895273,250.7947368,5.099019514,704.4096819,17.17556404,611.8243212,15.8113883,11.71066915,3.828641396,0,0,0,80.72793816,1.386294361,79.49213798,2.079441542,249.977999,5,11.29402291,4.025351691,9.500843462,1.386294361,0,0,11.30329026,3.218875825,10.615898,3.091042453
 E48-01F,C,F,SHAM,D, Colin,257877,39418,0,104350,2247,5179,1015,40236,0,0,1300,87618,0,0,0,354946,0,5814,0,162,27,0,117,2,6,1,0,27,0,0,0,1,65,0,0,0,217,0,13,630,892574,448,700606,13,5814,28,41251,41,47065,-15,-35437,406,652241,190,199394,182,191968,8,7426,944.7618748,10.75930615,76.25614729,2.63905733,203.1058837,5.385164807,446.5366726,13.82027496,438.1426708,13.52774926,8.912877288,2.197224577,7.170888479,0.693147181,0,1,0,76.25614729,2.63905733,200.5916249,5.291502622,12.46024188,5.093750201,0,0,0,0,7.717796211,1.098612289,8.552560335,1.945910149
 E48-03F,C,F,REP,NA, Colin,180709,135785,0,44957,0,14055,0,86319,0,0,943,40908,0,0,16685,364382,0,15257,0,138,62,0,46,0,5,0,0,48,0,0,0,2,21,0,0,3,179,0,19,518,885945,451,800080,22,31942,48,86319,70,118261,-26,-54377,379,680876,72,99920,67,85865,5,14055,941.2470451,11.68065778,178.7260473,3.135494216,293.8026549,7,316.1028314,8.544003745,293.0290088,8.246211251,9.55080463,1.791759469,6.850126166,1.098612289,0,129.1743008,1.386294361,123.5232772,2.995732274,293.8026549,7,12.10464882,4.934473933,0,0,0,0,0,0,9.55080463,1.791759469
 E48-07M,C,M,GDX,NA, Colin,135638,84359,0,86465,0,28630,0,53932,0,0,0,117638,0,0,87497,293862,7265,4714,0,92,49,0,97,0,11,0,1,25,0,0,0,0,61,0,0,18,157,3,6,506,864105,351,667267,25,92211,25,53932,50,146143,0,38279,298,513859,169,232733,158,204103,11,28630,929.5730203,11.89234772,303.6642883,3.258096538,232.234795,5.099019514,482.4251237,13.03840481,451.7787069,12.60952021,10.26224533,2.48490665,0,0,0,295.8006085,2.944438979,68.6658576,1.945910149,232.234795,5.099019514,11.81775222,4.532599493,8.890961213,1.386294361,0,0,0,0,10.26224533,2.48490665
 E48-08M,C,M,SHAM,NA, Colin,111774,66968,31508,81335,0,28438,0,23953,0,0,0,178850,0,0,129540,242538,0,5096,0,70,51,7,85,0,11,0,7,14,0,0,0,0,57,0,0,34,126,0,11,462,871562,313,579869,52,134636,14,23953,66,158589,38,110683,247,421280,160,320131,149,291693,11,28438,933.5753853,11.97407753,366.9291485,3.970291914,154.7707983,3.872983346,565.8020855,12.68857754,540.08703,12.24744871,10.25551672,2.48490665,0,0,0,359.9180462,3.555348061,71.39327699,2.48490665,154.7707983,3.872983346,11.6242432,4.262679877,0,0,10.3580285,2.079441542,0,0,10.25551672,2.48490665
 E50-01F,T,F,REP,NA, Colin,249928,12899,0,91777,0,12492,0,78425,0,0,0,164584,0,0,0,286545,0,3350,0,186,10,0,113,0,9,0,0,57,0,0,0,0,74,0,0,0,200,0,6,646,887508,459,631147,6,3350,57,78425,63,81775,-51,-75075,396,549372,196,268853,187,256361,9,12492,942.0769608,11.31173908,57.88782255,1.945910149,280.0464247,7.615773106,518.5113306,14.03566885,506.3220319,13.7113092,9.432923766,2.302585093,0,0,0,1,0,57.88782255,1.945910149,280.0464247,7.615773106,12.42893216,5.231108617,0,0,0,0,0,0,9.432923766,2.302585093
 E50-04M,T,M,SHAM,NA, Colin,60828,198470,15242,130282,0,68853,0,24138,0,0,38803,186068,0,0,39461,136685,0,1170,0,29,91,2,126,0,37,0,17,17,0,0,0,16,89,0,0,18,96,0,2,503,831147,286,499555,37,40631,17,24138,54,64769,20,16493,216,395983,254,400445,217,331592,37,68853,911.6731871,11.07859781,201.5738078,3.63758616,155.3673067,4.242640687,632.8080278,15.96871942,575.8411239,14.76482306,11.1397436,3.63758616,10.56627861,2.833213344,0,198.6504468,2.944438979,34.21987726,1.098612289,155.3673067,4.242640687,11.01582193,3.401197382,0,0,9.63187566,1.098612289,0,0,11.1397436,3.63758616
 E50-05M,T,M,REP,NA, Colin,61651,132456,0,186418,0,101503,0,11212,1112,8235,62124,204408,0,0,13491,104685,0,12705,2,33,63,0,116,0,23,0,27,6,1,1,4,31,106,0,0,10,74,0,8,482,798497,260,407671,45,26196,8,12324,53,38520,37,13872,172,298792,245,492329,222,390826,23,101503,893.587153,10.55895883,161.8548733,3.828641396,111.0180166,3,701.6623119,15.68438714,625.1615791,14.93318452,11.52785349,3.17805383,11.03690376,3.465735903,0.693147181,116.1550688,2.397895273,112.7208942,2.197224577,105.8914539,2.645751311,11.02926095,3.526360525,0,0,0,0,0,0,11.52785349,3.17805383
 E50-06M,T,M,REP,NA, Colin,173471,114186,887,149331,0,21400,0,42675,0,0,683,72709,0,0,38970,281044,0,4644,0,117,77,2,137,0,20,0,6,35,0,0,0,1,47,0,0,14,208,0,7,651,878600,465,655673,27,43614,35,42675,62,86289,-8,939,402,568701,206,244327,186,222927,20,21400,937.3371859,11.365469,208.8420456,3.33220451,206.581703,6,494.2954582,14.38749457,472.1525177,13.67479433,9.971192929,3.044522438,6.527957918,0.693147181,0,197.4107393,2.708050201,68.15423685,2.079441542,206.581703,6,12.06377148,4.770684624,0,0,6.788971743,1.098612289,0,0,9.971192929,3.044522438
 E50-07M,T,M,SHAM,NA, Colin,39990,157361,0,94928,0,49362,0,21359,0,0,0,236730,0,0,99263,199530,0,1477,0,35,82,0,119,0,19,0,15,17,0,0,0,0,104,0,0,47,143,0,3,565,850638,342,518980,65,100740,17,21359,82,122099,48,79381,260,396881,242,381020,223,331658,19,49362,922.300927,11.71259566,317.3972275,4.189654742,146.1506073,4.242640687,617.2689851,15.58845727,575.8984285,14.96662955,10.80695643,2.995732274,0,0,0,315.0618987,3.871201011,38.44476557,1.386294361,146.1506073,4.242640687,10.59640971,3.583518938,0,0,0,0,0,0,10.80695643,2.995732274
 E51-01F,T,F,REP,NA, Colin,268668,68009,0,49707,5264,36029,0,28509,0,0,1066,53760,0,1415,0,376831,0,10742,0,118,32,0,54,4,19,0,0,16,0,0,0,1,31,0,2,0,145,0,16,415,858707,328,753825,16,10742,16,28509,32,39251,0,-17767,295,713508,110,146175,85,103467,23,41293,926.664988,10.57775768,103.6484443,2.833213344,168.849045,4.123105626,382.3297007,10.53565375,321.6644214,9.273618495,10.62847249,3.17805383,6.972606251,0.693147181,0,1,0,103.6484443,2.833213344,168.849045,4.123105626,12.50123542,4.779123493,0,0,0,0,8.568836425,1.609437912,10.4921072,2.995732274
